Mol,HFE,Temp,hnc_w_40,hnc_w_80,hnc_w_120,hnc_w_160,hnc_w_200,hnc_w_240,hnc_w_280,hnc_w_320,hnc_w_360,hnc_w_400,hnc_w_440,hnc_w_480,hnc_w_520,hnc_w_560,hnc_w_600,hnc_w_640,hnc_w_680,hnc_w_720,hnc_w_760,hnc_w_800,hnc_w_840,hnc_w_880,hnc_w_920,hnc_w_960,hnc_w_1000,hnc_w_1040,hnc_w_1080,hnc_w_1120,hnc_w_1160,hnc_w_1200,hnc_w_1240,hnc_w_1280,hnc_w_1320,hnc_w_1360,hnc_w_1400,hnc_w_1440,hnc_w_1480,hnc_w_1520,hnc_w_1560,hnc_w_1600,hnc_w_1640,hnc_w_1680,hnc_w_1720,hnc_w_1760,hnc_w_1800,hnc_w_1840,hnc_w_1880,hnc_w_1920,hnc_w_1960,hnc_w_2000,hnc_w_2040,hnc_w_2080,hnc_w_2120,hnc_w_2160,hnc_w_2200,hnc_w_2240,hnc_w_2280,hnc_w_2320,hnc_w_2360,hnc_w_2400,hnc_w_2440,hnc_w_2480,hnc_w_2520,hnc_w_2560,hnc_w_2600,hnc_w_2640,hnc_w_2680,hnc_w_2720,hnc_w_2760,hnc_w_2800,hnc_w_2840,hnc_w_2880,hnc_w_2920,hnc_w_2960,hnc_w_3000,hnc_w_3040,hnc_w_3080,hnc_w_3120,hnc_w_3160,hnc_w_3200,hnc_w_3240,hnc_w_3280,hnc_w_3320,hnc_w_3360,hnc_w_3400,hnc_w_3440,hnc_w_3480,hnc_w_3520,hnc_w_3560,hnc_w_3600,hnc_w_3640,hnc_w_3680,hnc_w_3720,hnc_w_3760,hnc_w_3800,hnc_w_3840,hnc_w_3880,hnc_w_3920,hnc_w_3960,hnc_w_4000,hnc_w_4040,hnc_w_4080,hnc_w_4120,hnc_w_4160,hnc_w_4200,hnc_w_4240,hnc_w_4280,hnc_w_4320,hnc_w_4360,hnc_w_4400,hnc_w_4440,hnc_w_4480,hnc_w_4520,hnc_w_4560,hnc_w_4600,hnc_w_4640,hnc_w_4680,hnc_w_4720,hnc_w_4760,hnc_w_4800,hnc_w_4840,hnc_w_4880,hnc_w_4920,hnc_w_4960,hnc_w_5000,hnc_w_5040,hnc_w_5080,hnc_w_5120,hnc_w_5160,hnc_w_5200,hnc_w_5240,hnc_w_5280,hnc_w_5320,hnc_w_5360,hnc_w_5400,hnc_w_5440,hnc_w_5480,hnc_w_5520,hnc_w_5560,hnc_w_5600,hnc_w_5640,hnc_w_5680,hnc_w_5720,hnc_w_5760,hnc_w_5800,hnc_w_5840,hnc_w_5880,hnc_w_5920,hnc_w_5960,hnc_w_6000,hnc_w_6040,hnc_w_6080,hnc_w_6120,hnc_w_6160,hnc_w_6200,hnc_w_6240,hnc_w_6280,hnc_w_6320,hnc_w_6360,hnc_w_6400
0063die_chloroform,-4.32,298,0.017702444,0.071902739,0.163062383,0.291581846,0.457477297,0.660192317,0.898534994,1.170852995,1.475211779,1.809514057,2.171433406,2.558619017,2.968992603,3.400711956,3.852549383,4.324138041,4.814949536,5.323619088,5.847959968,6.38504105,6.931060728,7.482087205,8.034575149,8.585476408,9.132157279,9.672337444,10.20427905,10.7273384,11.24210925,11.74971622,12.25121942,12.74804052,13.24688852,13.77039682,14.35492742,15.01728421,15.72592549,16.38537621,16.65636262,15.82555077,13.60457779,11.65420632,10.63005194,10.25694661,10.33328529,10.70906915,11.25506508,11.83376982,12.28931198,12.46928421,12.27183653,11.67067985,10.67638999,9.439943029,8.136791908,6.916899724,5.883140609,5.083767046,4.513693797,4.121592189,3.824526608,3.526172456,3.135433655,2.603741275,1.939025947,1.176979825,0.362636825,-0.464624503,-1.279737419,-2.065129597,-2.776585819,-3.3974008,-3.937580794,-4.407720946,-4.815925412,-5.166214641,-5.460601039,-5.701164213,-5.892228434,-6.041482559,-6.160768809,-6.265097803,-6.3593815,-6.437614986,-6.493035655,-6.514679117,-6.490166144,-6.406535941,-6.252577861,-6.02023836,-5.709046144,-5.326485712,-4.886502082,-4.405630966,-3.905021149,-3.405993608,-2.92549261,-2.478216981,-2.074463299,-1.721447607,-1.422860015,-1.178489786,-0.985837048,-0.841573522,-0.740451062,-0.678430068,-0.653090142,-0.66359927,-0.708509135,-0.782739381,-0.879315568,-0.991039514,-1.110817639,-1.232151797,-1.349588245,-1.459336687,-1.559201029,-1.648128342,-1.724904015,-1.788524802,-1.840658892,-1.883354653,-1.919152471,-1.950661917,-1.980456264,-2.010287506,-2.041791648,-2.07566438,-2.110939441,-2.146187108,-2.179739249,-2.209919746,-2.234958081,-2.252980431,-2.261688103,-2.259805132,-2.24745548,-2.225326393,-2.193788754,-2.15378893,-2.106538378,-2.053090908,-1.994235298,-1.930497888,-1.862319934,-1.790300034,-1.714519759,-1.634967889,-1.551792823,-1.465229887,-1.375546323,-1.282997802,-1.187837536,-1.0903088,-0.990872846,-0.890040374,-0.788146968,-0.68563248,-0.58311381,-0.481411306
0053phe_chloroform,-7.14,298,0.014254291,0.057616612,0.12966413,0.229653302,0.356507344,0.509009437,0.686283923,0.887153209,1.110415413,1.355409662,1.620734309,1.905043373,2.207297054,2.525961573,2.859877036,3.208449429,3.57172096,3.949459172,4.340991126,4.745667726,5.16246879,5.590170141,6.027650509,6.473896593,6.927519443,7.386665124,7.849315934,8.313530094,8.771345624,8.760368941,4.942276586,0.643441359,-0.967187552,-0.798395994,0.575830967,2.784276251,5.559463559,8.687867907,11.59015685,13.66580434,14.63762347,14.27364004,12.85360773,11.37985979,10.17583602,9.278765901,8.770614224,8.660226481,8.859977486,9.203296572,9.557478637,9.828832141,9.927228446,9.806425809,9.544827065,9.26920403,9.086673636,9.040849589,9.08533808,9.109055254,8.988617636,8.633970372,8.038371399,7.284181096,6.350703446,5.225932361,3.9458422,2.579440486,1.183725133,-0.192035333,-1.509301203,-2.730995513,-3.825364372,-4.771333689,-5.562502025,-6.211480373,-6.727816823,-7.117822175,-7.400152195,-7.591984978,-7.706319039,-7.730828531,-7.6593729,-7.498107129,-7.253358113,-6.92804616,-6.525020856,-6.046369445,-5.493241997,-4.861636839,-4.148020466,-3.35343576,-2.488692189,-1.583732216,-0.691375751,0.14609949,0.888025932,1.49653006,1.943914705,2.221244681,2.338712872,2.313507635,2.157427401,1.888160249,1.52708479,1.09618292,0.616152657,0.102791956,-0.422708821,-0.936234762,-1.427716677,-1.8952089,-2.336099086,-2.743013285,-3.104325403,-3.40794753,-3.646802872,-3.821969406,-3.933553126,-3.986166688,-3.989504671,-3.952914065,-3.893370757,-3.828511142,-3.759612923,-3.684883126,-3.602188255,-3.510234367,-3.408217568,-3.296683582,-3.178266014,-3.057887242,-2.93936768,-2.823699205,-2.709916029,-2.594414122,-2.471287682,-2.343179659,-2.213744005,-2.085277603,-1.959215837,-1.83662144,-1.718196649,-1.602050527,-1.48430147,-1.369508115,-1.262337649,-1.16532905,-1.078836237,-1.002511508,-0.936169806,-0.879159657,-0.829868753,-0.786589081,-0.747876905,-0.712565862,-0.679932361,-0.64950629,-0.620884077,-0.593732863
0506nit_chloroform,-4.68,298,0.00934931,0.03778022,0.085048767,0.150748153,0.23423989,0.33469064,0.451224025,0.582933215,0.728795218,0.887661557,1.058472837,1.240443564,1.433111802,1.63634558,1.850273521,2.075007232,2.310386849,2.555828757,2.810407417,3.07289334,3.341843198,3.615464899,3.891773488,4.169097273,4.446064176,4.721545194,4.994732593,5.265139815,5.532406049,5.796132614,6.055801875,6.311198105,6.565132493,6.827824369,7.112825331,7.42508482,7.756830942,8.088674606,8.341622101,8.250883719,7.461194748,5.948827426,4.23201879,3.140944715,2.629486708,2.549646703,2.766012483,3.151794533,3.595350245,4.012012013,4.354175474,4.611163509,4.799172039,4.948715651,5.072286967,5.171035523,5.236061924,5.228612489,5.109697019,4.867520261,4.522078417,4.109402909,3.663064088,3.228476885,2.78597098,2.303842932,1.776700746,1.240429393,0.727863428,0.246817375,-0.19871307,-0.609077187,-0.987982754,-1.339533033,-1.66664087,-1.97551157,-2.27346951,-2.567256959,-2.860987345,-3.156771313,-3.441352374,-3.704155925,-3.941617709,-4.145310023,-4.301193102,-4.391480363,-4.410165993,-4.356004494,-4.229428796,-4.037164227,-3.792445521,-3.510873937,-3.211197787,-2.914743701,-2.641258756,-2.406464578,-2.223005765,-2.099271341,-2.038353556,-2.036628004,-2.087240225,-2.183655464,-2.317713999,-2.47810656,-2.653092223,-2.830258572,-2.997418071,-3.14335417,-3.260336622,-3.344357193,-3.394338441,-3.410422236,-3.391585106,-3.336058781,-3.242786348,-3.112181627,-2.945951022,-2.746836078,-2.519395548,-2.269023689,-2.001121705,-1.721369217,-1.436710631,-1.157832786,-0.889583003,-0.635639522,-0.399102658,-0.182748226,0.010980087,0.18021274,0.323748364,0.440989069,0.531924521,0.597090919,0.637452441,0.654290327,0.649220982,0.624260307,0.581811107,0.524619425,0.455693273,0.378682807,0.296449801,0.211424429,0.125821691,0.041646236,-0.039362809,-0.115810032,-0.186592423,-0.250809898,-0.307814557,-0.357206434,-0.398778666,-0.43253541,-0.458680501,-0.477611346,-0.489903764,-0.496317184,-0.4977638,-0.49524865
0519dim_chloroform,-8.38,298,0.018822953,0.076114329,0.171444871,0.30403745,0.472738855,0.675974632,0.911817369,1.178185929,1.472780553,1.793440005,2.137971773,2.504634658,2.892549018,3.302042039,3.734416955,4.191160411,4.672810534,5.178667059,5.70634553,6.25126282,6.808026449,7.37105295,7.93504751,8.496107373,9.051687582,9.599985656,10.14028528,10.67288945,11.19847224,11.71769981,12.23066928,12.73731188,13.24436707,13.77292039,14.3458224,14.96466942,15.59379824,15.92560117,14.19763076,8.371695058,3.872201938,1.09874936,-0.578651733,-1.458710718,-1.572169973,-0.88301046,0.546295329,2.508414355,4.696584979,6.797175273,8.577362565,9.927930401,10.79370578,11.25619473,11.48929987,11.65122102,11.84348876,12.12644547,12.5689528,13.18113954,13.88727453,14.47849268,14.75772207,14.52293305,13.60593328,12.21441567,10.51677466,8.638645462,6.686739012,4.779901267,2.955878011,1.212139343,-0.455573477,-2.046866813,-3.556822739,-4.975669022,-6.289042736,-7.484389879,-8.554775352,-9.500864597,-10.32507747,-11.03061038,-11.61484123,-12.06468127,-12.3441364,-12.4063472,-12.25032447,-11.88147005,-11.33297987,-10.63816526,-9.822096775,-8.925825074,-7.976249404,-7.002122614,-6.037547108,-5.115422633,-4.265386067,-3.509557833,-2.861494272,-2.325617373,-1.89684983,-1.570100374,-1.334043494,-1.172718535,-1.073167277,-1.025977686,-1.023852356,-1.06223744,-1.137334546,-1.243771285,-1.379458887,-1.546180685,-1.739316775,-1.947406375,-2.161075173,-2.371776009,-2.573016385,-2.757783326,-2.917494265,-3.04478857,-3.135543464,-3.187900833,-3.203887286,-3.188488535,-3.147282733,-3.087183326,-3.012244913,-2.924288818,-2.823326085,-2.708469176,-2.578563325,-2.435116222,-2.279844092,-2.109504191,-1.922343773,-1.720445673,-1.50628829,-1.282647619,-1.052928216,-0.821084233,-0.591279857,-0.367435054,-0.152826769,0.049862251,0.239678606,0.41611659,0.578566262,0.726124748,0.857574745,0.971660993,1.067304107,1.142483199,1.196054744,1.227650256,1.237105976,1.224742701,1.19137672,1.138199375,1.066997051,0.98012552
0086eth_chloroform,-4.74,298,0.010580703,0.042754484,0.0961757,0.17021641,0.263878111,0.375857314,0.505171062,0.650707548,0.811641938,0.987749633,1.178151539,1.382058761,1.598801074,1.827363392,2.067050372,2.317858546,2.580526361,2.854859987,3.140105027,3.434625532,3.736282993,4.042869167,4.352341544,4.663357346,4.974592791,5.284562039,5.59182849,5.895195214,6.185016005,5.852316641,0.928671372,-3.754875182,-5.587992623,-5.548382249,-4.267337825,-2.167731298,0.442631304,3.224522828,4.898320981,3.184636436,-0.639267588,-3.767742038,-6.192159013,-7.618543617,-7.859956265,-7.001521463,-5.334101233,-3.107108975,-0.549593152,2.086781285,4.610986598,6.890543574,8.796012706,10.27656033,11.38172717,12.25481766,13.05734198,13.88388627,14.75657285,15.66172834,16.56414819,17.37362618,17.9743283,18.33607058,18.28873011,17.74852023,16.79478332,15.51578624,14.02862446,12.43671583,10.79320993,9.131826709,7.475847909,5.83977125,4.230780382,2.640572385,1.015073063,-0.641066019,-2.274871242,-3.851064607,-5.332765642,-6.644453688,-7.759374972,-8.659469089,-9.318427327,-9.735383859,-9.941338278,-9.940501154,-9.741582187,-9.369821659,-8.856576239,-8.236427849,-7.54885594,-6.84132504,-6.177253409,-5.615426898,-5.194407798,-4.93846137,-4.854661763,-4.928713199,-5.129957578,-5.427841651,-5.802019069,-6.222545242,-6.656185095,-7.073373565,-7.443217895,-7.739812604,-7.946712656,-8.053825037,-8.056311965,-7.957934128,-7.764766967,-7.477855703,-7.097203947,-6.625254001,-6.068280606,-5.437159286,-4.746795637,-4.012292036,-3.248029159,-2.467909802,-1.684843801,-0.913012146,-0.172763748,0.52601461,1.176577181,1.774183344,2.315386348,2.797703587,3.21920881,3.578526533,3.874830723,4.108317544,4.280022458,4.391233699,4.443765777,4.440287738,4.384104306,4.279049252,4.129434164,3.940716586,3.720078376,3.475576368,3.212892623,2.937033639,2.652380911,2.362951203,2.072358032,1.783803464,1.500125328,1.22372103,0.95669913,0.700999998,0.458317609,0.229947564,0.016765287,-0.18082093,-0.362945754,-0.530249734
0039mxy_chloroform,-5.86,298,0.022689111,0.091757516,0.206686232,0.366500881,0.569771427,0.814631732,1.098794828,1.419623396,1.774276219,2.159825351,2.573437382,3.012580826,3.47525749,3.960288027,4.467545741,4.997790565,5.55191811,6.130046264,6.730813469,7.351096874,7.986410598,8.631875515,9.283038453,9.936147237,10.58799944,11.23575526,11.87695729,12.50988191,13.13386668,13.7491257,14.35611828,14.95516142,15.54826571,16.15120477,16.81033268,17.58033409,18.47352491,19.44947044,20.44798149,21.41899086,22.31014185,22.99350162,23.23453543,22.84405598,21.86454578,20.55322752,19.20439318,17.99807775,16.96145747,16.00196229,14.95245981,13.71457818,12.29310886,10.76879936,9.25431568,7.848090831,6.618820873,5.596409099,4.75192923,3.998253063,3.222103328,2.33026478,1.283358567,0.100106814,-1.163252141,-2.440587448,-3.674038984,-4.82043974,-5.851477864,-6.734411097,-7.432865074,-7.959071192,-8.331192367,-8.570041152,-8.699428016,-8.743361349,-8.723946083,-8.659794808,-8.56432183,-8.444743917,-8.305038009,-8.147022304,-7.970336765,-7.767509777,-7.534323102,-7.271432468,-6.980189445,-6.658618433,-6.3041606,-5.912416409,-5.475694058,-4.98522803,-4.434174054,-3.823193781,-3.162285065,-2.469868165,-1.771629034,-1.097237499,-0.47498876,0.072168473,0.528352181,0.885198652,1.140981015,1.29959931,1.369123526,1.357875011,1.275193885,1.132379389,0.941987574,0.715853179,0.461201924,0.181888153,-0.118799721,-0.436143599,-0.762950393,-1.090257256,-1.408495932,-1.709902343,-1.989135295,-2.242837826,-2.469787479,-2.670541147,-2.846401854,-2.999512353,-3.132341988,-3.24720916,-3.345961303,-3.429253079,-3.496561008,-3.546715978,-3.578531918,-3.590856376,-3.582284024,-3.551046987,-3.497467996,-3.423029451,-3.329932256,-3.221089587,-3.099810343,-2.969592381,-2.833804132,-2.695295761,-2.556202304,-2.418038285,-2.281904331,-2.148983276,-2.020677654,-1.898293075,-1.782299956,-1.672933068,-1.570150098,-1.473910867,-1.384701154,-1.303318191,-1.230153293,-1.164823067,-1.105953411,-1.051370403,-0.998933488,-0.947200871
0144thi_chloroform,-5.98,298,0.016718965,0.067691436,0.152791334,0.271758226,0.424177943,0.609428455,0.826605285,1.074488598,1.351612833,1.656407053,1.987338693,2.343057782,2.72254115,3.12512125,3.5504322,3.998361545,4.46880715,4.961256036,5.474339378,6.005638731,6.552007809,7.110204564,7.677350807,8.251056623,8.829406634,9.41097535,9.994970887,10.58128393,11.17027709,11.76234267,12.35738322,12.95541771,13.56179422,14.19719519,14.89760614,15.69493754,16.59536544,17.57652814,18.60187138,19.63464154,20.62467825,21.44580259,21.87275226,21.70710482,20.90992468,19.59967334,17.98649991,16.2948756,14.70876603,13.34050084,12.09157059,10.89370686,9.742030554,8.665606102,7.700531539,6.878721746,6.218245924,5.709550299,5.297231843,4.87677792,4.345472251,3.627974231,2.697316876,1.576955543,0.3263507,-0.979177254,-2.265650122,-3.472912946,-4.557188643,-5.47861238,-6.233863009,-6.830101704,-7.276688298,-7.591334505,-7.79644043,-7.915054906,-7.968813863,-7.976610486,-7.953663837,-7.910269414,-7.850865955,-7.771179766,-7.665932044,-7.531195956,-7.362465442,-7.153516922,-6.899146227,-6.59824987,-6.248950754,-5.847394556,-5.386381913,-4.857584615,-4.255939287,-3.583818416,-2.854862158,-2.092487601,-1.326906273,-0.58952807,0.091619642,0.694925637,1.204375051,1.608796308,1.90056165,2.075065239,2.132831834,2.078917639,1.923063538,1.67985056,1.367803751,1.006264475,0.611401123,0.194165935,-0.236914303,-0.673527231,-1.10656675,-1.526329989,-1.924092116,-2.292779816,-2.627499908,-2.926023947,-3.189061706,-3.420291924,-3.623877751,-3.802804862,-3.958294139,-4.089965233,-4.196790862,-4.277795068,-4.333237343,-4.364961043,-4.375733318,-4.368235258,-4.343679002,-4.302246849,-4.243468762,-4.16622013,-4.07000549,-3.955186483,-3.823054103,-3.676036702,-3.51700835,-3.349200494,-3.176250512,-3.00205484,-2.830245433,-2.663358215,-2.502766652,-2.34918162,-2.202613068,-2.063035706,-1.930211648,-1.803711961,-1.683041554,-1.56759924,-1.456496986,-1.348873097,-1.243915036,-1.141006131,-1.039951176,-0.940866973
0244tet_chloroform,-5.84,298,0.017489731,0.071052366,0.161196155,0.288397525,0.452784765,0.653990836,0.891144893,1.163083534,1.468533859,1.806138704,2.174289194,2.571314658,2.995803938,3.446350737,3.921865005,4.421794506,4.945265637,5.490674654,6.055882628,6.637884209,7.232402651,7.834627594,8.439699153,9.043028906,9.640620508,10.22939738,10.80770284,11.37577894,11.93536835,12.48860554,13.03733968,13.5834314,14.13361226,14.71189554,15.36132975,16.10788072,16.92114071,17.69113664,18.02858548,17.13503111,14.78618936,12.96215211,12.033562,11.7297671,11.8566218,12.27279152,12.85293619,13.45605418,13.91856283,14.08049962,13.83478245,13.16560254,12.09130024,10.75096197,9.333963276,8.001391199,6.861884279,5.963851824,5.29885826,4.811790742,4.417315282,4.016022651,3.512700423,2.860599645,2.068736388,1.172870526,0.217773537,-0.757794688,-1.729208463,-2.678273775,-3.581762841,-4.424223004,-5.196570873,-5.891927049,-6.504623027,-7.031565034,-7.471198035,-7.824568759,-8.095381864,-8.290387621,-8.420711038,-8.499014279,-8.530805648,-8.517008286,-8.45560709,-8.339267533,-8.163092094,-7.919361695,-7.600083305,-7.202601706,-6.732482826,-6.19833612,-5.611375099,-4.988266647,-4.350575518,-3.719750118,-3.11374156,-2.548047268,-2.033514702,-1.577921177,-1.183345193,-0.846672481,-0.562667823,-0.324705622,-0.126269327,0.038125823,0.16926379,0.266016644,0.329228082,0.362460287,0.368444035,0.349090343,0.306415097,0.243121205,0.162084621,0.065379102,-0.046025344,-0.171952014,-0.311600287,-0.463027207,-0.624844045,-0.796307009,-0.976912175,-1.166346098,-1.364019018,-1.568844241,-1.779085077,-1.992122287,-2.204548972,-2.412511403,-2.612475895,-2.801274454,-2.975162066,-3.13051462,-3.263494928,-3.371123392,-3.451327531,-3.503102426,-3.526433799,-3.522183412,-3.491938401,-3.437797763,-3.362267303,-3.267906512,-3.157250732,-3.032750066,-2.896888423,-2.752191472,-2.601031229,-2.445968846,-2.28918316,-2.13219258,-1.976429659,-1.823096742,-1.672993515,-1.526562832,-1.383927347,-1.244955348,-1.10937677,-0.976909369
0047pro_chloroform,-4.41,298,0.015911325,0.06454036,0.146008097,0.260141564,0.40615113,0.582717317,0.788364669,1.021245819,1.279302649,1.560959396,1.864109865,2.186686825,2.527587533,2.885467677,3.259023091,3.64702259,4.048551153,4.462725542,4.887765871,5.32147009,5.761405027,6.2048214,6.649147952,7.091655357,7.529789827,7.961756593,8.38661926,8.804279636,9.212217578,9.348348853,6.992614532,2.674040917,0.830211443,0.69801343,1.730545496,3.557060312,5.884966963,8.470282505,10.81092312,11.88448178,10.88577664,8.104296106,6.189798405,5.42301278,5.442681533,5.982069081,6.827629382,7.792770046,8.713052113,9.436396921,9.853356822,9.925987586,9.658729041,9.041036437,8.225722157,7.403117241,6.725375973,6.281779756,6.085786478,6.081043252,6.162708465,6.229061003,6.195584644,5.980755641,5.590827331,5.016192034,4.250654686,3.339405948,2.342166871,1.305814658,0.280952571,-0.697501378,-1.609869929,-2.444124718,-3.194596423,-3.858271799,-4.432462601,-4.912375385,-5.283682271,-5.544212344,-5.696690229,-5.747996042,-5.705183382,-5.579849166,-5.381343576,-5.117403534,-4.792229816,-4.40294495,-3.944365614,-3.418810233,-2.84067452,-2.227621562,-1.600388945,-0.982453918,-0.399909213,0.114913544,0.533457196,0.836823685,1.011438339,1.053586302,0.976018443,0.793799467,0.518740132,0.164627166,-0.253404529,-0.719709079,-1.217575198,-1.729873971,-2.240366115,-2.735513683,-3.202878513,-3.636228248,-4.033484286,-4.389767049,-4.698418304,-4.952198939,-5.144533944,-5.271805888,-5.334586449,-5.338099063,-5.292819632,-5.204873121,-5.07909154,-4.92071942,-4.731533052,-4.514492687,-4.275444665,-4.018519648,-3.747718462,-3.468875221,-3.18699411,-2.90545773,-2.626079048,-2.348956082,-2.073777051,-1.800657644,-1.529961038,-1.261747155,-0.995984549,-0.734359965,-0.478529806,-0.229828427,0.010007051,0.239264193,0.456373851,0.660204304,0.850039172,1.025329675,1.185984629,1.331797881,1.46240466,1.576916344,1.674343012,1.754236223,1.816247637,1.860164709,1.885848826,1.89307617,1.881569965,1.851178382
0036tol_chloroform,-5.48,298,0.018115367,0.073283128,0.165147474,0.293014727,0.455862414,0.65237257,0.880937895,1.139690129,1.426559713,1.739310574,2.075642203,2.433364696,2.81059803,3.205995511,3.618943422,4.04954861,4.498223888,4.965057307,5.449226815,5.948685253,6.460403968,6.981079687,7.507728347,8.03777864,8.56888667,9.098845912,9.625693491,10.1480326,10.66534532,11.17783146,11.68588828,12.18989082,12.69177129,13.20510728,13.77038961,14.44004668,15.23613651,16.13459853,17.08663395,18.04339165,18.94332731,19.63658191,19.85942143,19.40888657,18.34347725,16.95216147,15.55397174,14.34040152,13.35363869,12.51541791,11.66764448,10.7207362,9.665817925,8.551688715,7.452567165,6.429323542,5.529139274,4.772114511,4.130728901,3.528471069,2.870817773,2.086930234,1.156727008,0.109901196,-0.997259059,-2.106625024,-3.17182118,-4.160814923,-5.053310878,-5.83174011,-6.471056751,-6.968475779,-7.328363295,-7.559712739,-7.679004456,-7.70870179,-7.671428711,-7.587276894,-7.471115098,-7.332310176,-7.17305621,-6.993061994,-6.793336707,-6.572936034,-6.326511683,-6.052897763,-5.753032835,-5.426048181,-5.06931317,-4.67738469,-4.241527211,-3.751506904,-3.199627201,-2.58634358,-1.922499398,-1.228467921,-0.531762997,0.136685621,0.748181225,1.280025608,1.716653452,2.050583937,2.280821388,2.411309831,2.448477248,2.400430684,2.277434879,2.091987092,1.859025543,1.59142408,1.297502085,0.980922932,0.643893916,0.290697971,-0.071414906,-0.433356503,-0.785523241,-1.119433934,-1.429058399,-1.711881385,-1.967966435,-2.199983407,-2.411263433,-2.604726927,-2.782543076,-2.945880655,-3.09482199,-3.228655423,-3.34628255,-3.446529349,-3.527993867,-3.588735713,-3.626633321,-3.640509703,-3.629711727,-3.594489343,-3.536399789,-3.458119158,-3.363362205,-3.255881888,-3.139056663,-3.015999971,-2.889320236,-2.761334851,-2.634325803,-2.510490526,-2.391865282,-2.280059074,-2.176071092,-2.080374592,-1.993106192,-1.914249548,-1.843926088,-1.781907366,-1.727517867,-1.679444039,-1.635741612,-1.593833061,-1.551436437,-1.506729247
0246eth_chloroform,-7.16,298,0.019879277,0.080475644,0.181554433,0.322588507,0.502722471,0.720799196,0.975466088,1.265198415,1.588235757,1.942526253,2.325808952,2.735945289,3.171268383,3.63084902,4.114577755,4.622971939,5.156815369,5.716656688,6.302286269,6.912390793,7.544594463,8.195831338,8.862890448,9.542637084,10.23188015,10.92748611,11.62666684,12.32730923,13.02822833,13.72891481,14.42900553,15.12823698,15.82868216,16.54513112,17.31924796,18.20484659,19.22530468,20.34791345,21.44044887,22.19610861,22.30212576,21.7408196,20.84093987,19.91305415,18.90216677,17.94243462,17.18498673,16.66546245,16.29921141,15.91329248,15.36849281,14.59954138,13.60532683,12.46324069,11.2837519,10.17229606,9.20137752,8.389866787,7.691126633,7.003570982,6.211813556,5.235181778,4.050648499,2.68857384,1.214106267,-0.295226397,-1.774497337,-3.178987392,-4.480848155,-5.649486753,-6.669222288,-7.535138193,-8.243345207,-8.796167427,-9.205754949,-9.492881595,-9.680347418,-9.788866602,-9.835729192,-9.835812779,-9.798083253,-9.725881377,-9.621281583,-9.483405416,-9.309326547,-9.092283633,-8.823355907,-8.494229587,-8.093834866,-7.611102096,-7.039713167,-6.375598105,-5.620610774,-4.786206896,-3.894590191,-2.978989884,-2.078674666,-1.233164522,-0.476193866,0.167622804,0.684498427,1.072900129,1.339279032,1.493214867,1.545609116,1.507963015,1.392525342,1.212417569,0.982020146,0.715203725,0.421991157,0.107928073,-0.222873256,-0.564297126,-0.907742065,-1.242544505,-1.558039323,-1.844500093,-2.095392189,-2.308479643,-2.486000197,-2.634082181,-2.761711001,-2.875511537,-2.978888794,-3.074327719,-3.164063796,-3.249188016,-3.329865884,-3.405848732,-3.47637914,-3.54011082,-3.594449048,-3.636340858,-3.662667904,-3.671359944,-3.662782869,-3.638252308,-3.599860101,-3.550093343,-3.491473278,-3.4261336,-3.356302999,-3.284430121,-3.213050309,-3.144173722,-3.078341918,-3.014129447,-2.949032303,-2.880769345,-2.807832426,-2.729473324,-2.645512559,-2.556123052,-2.461571732,-2.361998854,-2.257183746,-2.146436539,-2.028878514,-1.903932659
