Mol,HFE,Temp,kh_w_40,kh_w_80,kh_w_120,kh_w_160,kh_w_200,kh_w_240,kh_w_280,kh_w_320,kh_w_360,kh_w_400,kh_w_440,kh_w_480,kh_w_520,kh_w_560,kh_w_600,kh_w_640,kh_w_680,kh_w_720,kh_w_760,kh_w_800,kh_w_840,kh_w_880,kh_w_920,kh_w_960,kh_w_1000,kh_w_1040,kh_w_1080,kh_w_1120,kh_w_1160,kh_w_1200,kh_w_1240,kh_w_1280,kh_w_1320,kh_w_1360,kh_w_1400,kh_w_1440,kh_w_1480,kh_w_1520,kh_w_1560,kh_w_1600,kh_w_1640,kh_w_1680,kh_w_1720,kh_w_1760,kh_w_1800,kh_w_1840,kh_w_1880,kh_w_1920,kh_w_1960,kh_w_2000,kh_w_2040,kh_w_2080,kh_w_2120,kh_w_2160,kh_w_2200,kh_w_2240,kh_w_2280,kh_w_2320,kh_w_2360,kh_w_2400,kh_w_2440,kh_w_2480,kh_w_2520,kh_w_2560,kh_w_2600,kh_w_2640,kh_w_2680,kh_w_2720,kh_w_2760,kh_w_2800,kh_w_2840,kh_w_2880,kh_w_2920,kh_w_2960,kh_w_3000,kh_w_3040,kh_w_3080,kh_w_3120,kh_w_3160,kh_w_3200,kh_w_3240,kh_w_3280,kh_w_3320,kh_w_3360,kh_w_3400,kh_w_3440,kh_w_3480,kh_w_3520,kh_w_3560,kh_w_3600,kh_w_3640,kh_w_3680,kh_w_3720,kh_w_3760,kh_w_3800,kh_w_3840,kh_w_3880,kh_w_3920,kh_w_3960,kh_w_4000,kh_w_4040,kh_w_4080,kh_w_4120,kh_w_4160,kh_w_4200,kh_w_4240,kh_w_4280,kh_w_4320,kh_w_4360,kh_w_4400,kh_w_4440,kh_w_4480,kh_w_4520,kh_w_4560,kh_w_4600,kh_w_4640,kh_w_4680,kh_w_4720,kh_w_4760,kh_w_4800,kh_w_4840,kh_w_4880,kh_w_4920,kh_w_4960,kh_w_5000,kh_w_5040,kh_w_5080,kh_w_5120,kh_w_5160,kh_w_5200,kh_w_5240,kh_w_5280,kh_w_5320,kh_w_5360,kh_w_5400,kh_w_5440,kh_w_5480,kh_w_5520,kh_w_5560,kh_w_5600,kh_w_5640,kh_w_5680,kh_w_5720,kh_w_5760,kh_w_5800,kh_w_5840,kh_w_5880,kh_w_5920,kh_w_5960,kh_w_6000,kh_w_6040,kh_w_6080,kh_w_6120,kh_w_6160,kh_w_6200,kh_w_6240,kh_w_6280,kh_w_6320,kh_w_6360,kh_w_6400
027oxop_109,-6.758745904,298,0.020726039,0.084149844,0.190382713,0.339150971,0.530229369,0.763428204,1.03835587,1.354351123,1.711014916,2.107473301,2.542086682,3.014431472,3.526692344,4.080843284,4.67353296,5.296614875,5.942604667,6.607194772,7.287841294,7.982420633,8.689157179,9.406518626,10.1325224,10.86520284,11.603874,12.3512257,13.11528071,13.90719704,14.74132263,15.60472651,14.85539941,0.86543363,-37.65167607,-81.23232522,-102.8268228,-104.8054732,-95.20440684,-79.46565402,-63.22844222,-49.14475492,-37.65089888,-28.4566862,-21.09993991,-15.31584215,-11.3920557,-10.08504399,-11.74838765,-15.59639175,-19.98957684,-23.2079668,-23.40425424,-16.21740791,6.339885791,50.83737114,113.6134604,173.4630441,206.6019033,219.3617222,218.735678,210.0196182,196.6345927,180.8165986,162.6552366,142.165139,120.1276305,97.33972334,74.39703871,51.43466377,28.45107246,5.571194311,-16.46754955,-37.1146771,-55.97411645,-72.47340436,-86.00828252,-96.30622734,-103.7220425,-108.6320044,-111.0790586,-110.9679014,-108.4585554,-104.2195202,-98.95592161,-93.11659394,-86.897212,-80.47113907,-73.96918482,-67.42252669,-60.76549679,-53.81399087,-46.34865084,-38.22118289,-29.45209995,-20.26651735,-11.00416394,-1.980127183,6.569712882,14.45286583,21.49715559,27.53210478,32.4935381,36.47198138,39.76242385,42.77147891,45.86890556,48.99152119,51.7985747,53.97513174,55.23943499,55.37506396,54.28950844,52.01980655,48.67511433,44.41381609,39.41265035,33.84647785,27.88196672,21.68050694,15.37433057,9.081496021,2.926006767,-2.958802699,-8.448712772,-13.4700598,-18.03163334,-22.21858119,-26.10447301,-29.62180599,-32.63518645,-35.03910914,-36.75956942,-37.75756654,-38.01996961,-37.55360312,-36.38628941,-34.5701267,-32.18842822,-29.33860676,-26.1171231,-22.6176981,-18.93278311,-15.14527216,-11.33152449,-7.560822166,-3.895145141,-0.391118383,2.898825431,5.928478543,8.659386318,11.06084329,13.11006539,14.79279388,16.10325415,17.04169157,17.61520923,17.84123118,17.74365579,17.35055573,16.69088026,15.79735034
176benz_721,-0.897809281,298,0.030823897,0.124537785,0.280450686,0.498016484,0.776725695,1.115266762,1.510965254,1.960519628,2.460995458,3.009871141,3.604419894,4.241745571,4.919417391,5.635983125,6.390599275,7.182536965,8.010484705,8.871267971,9.759495525,10.66882307,11.59346177,12.52954208,13.47504326,14.43001747,15.39754732,16.38448012,17.40038866,18.45747401,19.57776624,20.80197744,22.19069193,23.81778422,25.75518412,27.90094751,29.39478774,28.76674933,25.7000225,21.67846339,18.61471752,17.62350893,18.88575797,22.03490864,26.39470976,30.46939047,31.08182957,24.46397471,9.322728192,-11.79128462,-34.24562248,-53.9258388,-67.80352163,-75.88374551,-79.73739389,-80.19243938,-76.96565363,-68.78173746,-54.40233315,-33.91568505,-9.177726114,16.8571368,41.21799622,61.492374,75.22530816,83.4031329,87.41651333,88.23158109,86.42785341,82.33089603,76.1972447,68.34204362,59.16422364,49.10399967,38.56896745,27.90432947,17.39052235,7.299711554,-2.056219834,-10.27938986,-16.96881168,-21.92192633,-25.04728034,-26.37165741,-26.0711509,-24.44988838,-21.89694772,-18.83072298,-15.65136161,-12.72163859,-10.36452735,-8.843352915,-8.256638404,-8.555722326,-9.605388082,-11.20730057,-13.11444853,-15.07493733,-16.85911068,-18.29240394,-19.25346943,-19.64516429,-19.38322652,-18.38163788,-16.5822004,-14.01237421,-10.80195563,-7.167272951,-3.335942777,0.528712712,4.331200396,7.997354539,11.50922677,14.85169153,17.9171045,20.50450309,22.38154474,23.36992662,23.39504005,22.48660742,20.76440107,18.36798821,15.41920656,12.02761819,8.288436204,4.301089889,0.190015576,-3.893055575,-7.793200895,-11.3793519,-14.556098,-17.26982273,-19.49350454,-21.17596861,-22.23776873,-22.61059188,-22.2821323,-21.29781175,-19.75566898,-17.78007692,-15.49535075,-13.02701332,-10.4989669,-8.016553311,-5.663487778,-3.495754621,-1.538051447,0.211150661,1.767932589,3.142016379,4.332156663,5.329016046,6.122381714,6.713133226,7.112357238,7.338290837,7.413562638,7.363194764,7.211789285,6.981154658,6.689744959,6.351725677
186fluo_754,-0.216967574,298.21,0.013313169,0.053888243,0.121495508,0.215547478,0.335083561,0.478964409,0.646197018,0.836105668,1.048214984,1.282087537,1.537280559,1.813310196,2.109807591,2.426599373,2.763289332,3.118889199,3.491587286,3.878615684,4.277183731,4.684634519,5.098499978,5.516782943,5.938566948,6.364800202,6.798717033,7.24511245,7.708384746,8.190958325,8.693168083,9.212511661,9.683390749,9.573117,7.812963547,4.323404796,0.437001147,-2.564332414,-4.225385304,-4.686196878,-4.296058346,-3.382789192,-2.18440121,-0.863177675,0.394818384,1.214551564,1.074475324,-0.297433961,-2.635651155,-5.304332513,-7.66151793,-9.169057248,-9.127139066,-6.431437372,0.242131071,11.22555644,25.04499411,38.30025648,46.38875335,49.43380492,48.18426772,43.58624299,36.72243646,29.62254083,22.97436199,16.75905363,10.95084571,5.544346915,0.585841952,-3.843183407,-7.659755507,-10.86439377,-13.50227482,-15.62819212,-17.27432168,-18.42322809,-19.03606123,-19.09965874,-18.67931917,-17.90097153,-16.85099839,-15.56008784,-14.01018159,-12.158134,-9.986440358,-7.601716596,-5.203746498,-3.018075969,-1.236047387,0.028042555,0.818748925,1.254206778,1.462461285,1.545903103,1.591743402,1.655885225,1.77066824,1.944153898,2.158224193,2.390803407,2.621811281,2.84009027,3.0428431,3.235024269,3.427311717,3.632400953,3.860095981,4.112956005,4.383353056,4.651288389,4.885048361,5.044937367,5.087122472,4.968343408,4.663687642,4.164393541,3.476738948,2.621808979,1.640086916,0.583502793,-0.508074478,-1.595250724,-2.638947325,-3.605886151,-4.468848699,-5.209085356,-5.811927196,-6.266746773,-6.56794283,-6.71441809,-6.708901423,-6.55788423,-6.271496464,-5.863363951,-5.349786003,-4.74877332,-4.079431173,-3.361554913,-2.615225081,-1.860176101,-1.11580338,-0.400650376,0.268632279,0.87824685,1.417604942,1.879299884,2.258343007,2.554370592,2.770098538,2.91016697,2.980575191,2.988188966,2.940925568,2.846686306,2.712407383,2.544765035,2.350046243,2.134312934,1.903250403,1.662079306,1.415444693,1.167342679
067anil_274,-6.301464477,298,0.037441777,0.151125495,0.339888421,0.602619162,0.937809349,1.342941802,1.814636246,2.34943194,2.944499233,3.596993411,4.30330225,5.059513499,5.864270676,6.718441176,7.620627906,8.56611044,9.547899054,10.55713674,11.58524577,12.62610344,13.67556785,14.73000933,15.78627211,16.84271397,17.90076962,18.96759484,20.06112514,21.22266653,22.54249567,24.17752159,25.82471915,21.76916167,1.586913374,-29.33536299,-55.18464386,-67.01754277,-65.12551365,-53.847105,-37.82075349,-20.36771429,-3.403916439,12.0887521,25.56108415,36.13862624,41.75057501,39.68764061,28.80504081,10.79328054,-10.85380928,-32.75572989,-52.56151684,-68.97231962,-80.47326014,-79.65153772,-54.68750292,-0.957600243,62.37545699,107.7299754,138.3050879,156.2473228,162.8362167,159.0406337,145.791348,126.5438619,104.2668839,81.05999374,58.2006298,36.50115724,16.31051917,-2.512559419,-20.23629187,-36.54587893,-51.2287573,-64.09480108,-74.38735532,-80.90529886,-82.69810163,-80.16083075,-74.40576194,-66.48201326,-57.20085525,-47.0775782,-36.49449734,-25.82241374,-15.48291779,-5.907091516,2.554622467,9.606223365,15.0328843,18.74745527,20.81086259,21.39300108,20.75083861,19.20095457,17.09571387,14.77066228,12.51345321,10.51208745,8.816321372,7.410303227,6.316239732,5.581628581,5.203723142,5.075072945,5.031689214,4.977166969,4.895146377,4.843196842,4.970846176,5.426490391,6.224488259,7.279437939,8.39227594,9.303745179,9.74790241,9.512943308,8.485732066,6.679887258,4.235503921,1.359575645,-1.745599896,-4.90297456,-7.950265624,-10.72596511,-13.0823038,-14.89354571,-16.08339516,-16.65567911,-16.67443112,-16.23452633,-15.44545288,-14.38597329,-13.09971264,-11.60202889,-9.892492195,-7.972095309,-5.879505806,-3.737447454,-1.705435049,0.078291468,1.54725112,2.672088763,3.417692581,3.753669254,3.697167641,3.345292851,2.842149521,2.324081521,1.862699842,1.469299303,1.107155204,0.716749068,0.264030005,-0.242334349,-0.762877814,-1.25251382,-1.68466818,-2.055749025,-2.371349358,-2.633832135
024chlo_95,0.115436095,298,0.016182263,0.065499918,0.147783915,0.262620841,0.409152897,0.585989538,0.791617198,1.024704684,1.284031459,1.56833269,1.876116787,2.206003396,2.556816876,2.927476779,3.316903644,3.723840532,4.146544308,4.582830441,5.03088109,5.489691754,5.959349818,6.441085035,6.936471124,7.445959887,7.968495044,8.50198351,9.045039959,9.597657736,10.16082555,10.7356423,11.30279145,11.63971845,11.11506765,9.294216136,6.570973964,3.726983485,1.281409666,-0.685703903,-2.357304657,-4.107400706,-6.743566824,-11.09725775,-16.92687627,-22.89946213,-27.33342617,-29.99674149,-31.28588154,-31.50923779,-30.86010407,-29.19690254,-25.4751117,-17.60005346,-3.485988573,16.73470248,39.99873285,61.10287087,74.89177324,83.59682262,89.66238429,94.13842773,95.77670933,91.69745457,83.57548177,73.06867764,61.55079247,50.29588303,39.41063133,28.78801195,18.41162594,8.286607775,-1.447008013,-10.67710475,-19.27325901,-27.07703447,-33.95254325,-39.85275756,-44.85588312,-49.01549553,-52.22275172,-54.20384207,-54.7482926,-53.86596385,-51.77213352,-48.84282789,-45.37515999,-41.55947405,-37.53891021,-33.43691675,-29.3600515,-25.39535709,-21.59694234,-17.96092074,-14.40154803,-10.78102412,-6.959167651,-2.868548324,1.360427552,5.488674925,9.330676505,12.80780373,15.95261768,18.80753992,21.40185627,23.73784981,25.79356148,27.54276684,28.97068367,30.08071781,30.85388901,31.19759449,30.98990076,30.12851449,28.60007685,26.47108948,23.81278579,20.70068089,17.21660545,13.44661725,9.480281432,5.410737638,1.330713519,-2.669622968,-6.505615211,-10.09451619,-13.34310289,-16.19843772,-18.62656329,-20.60342159,-22.11424817,-23.15549854,-23.73828105,-23.87856727,-23.59954249,-22.92821681,-21.89770012,-20.54653454,-18.91823205,-17.0601217,-15.0199459,-12.84699748,-10.59005331,-8.296246353,-6.009829013,-3.771141779,-1.615570653,0.426167362,2.328577582,4.071523036,5.639405903,7.020037653,8.204815559,9.188938216,9.967473227,10.54025335,10.91254332,11.09225639,11.08963796,10.91675574,10.58818436,10.11968459
184carb_752,0.392530347,298.15,0.012268097,0.049632352,0.111801057,0.198152166,0.307771881,0.439471317,0.591696503,0.762649686,0.950641297,1.154341227,1.372401531,1.603169296,1.845263283,2.097835963,2.359818134,2.629619764,2.905616043,3.186546529,3.471526779,3.759843173,4.050759465,4.343525534,4.637730431,4.933641973,5.231961562,5.533471193,5.83920008,6.150555774,6.46925449,6.794273531,6.945151485,5.196095409,-1.587460145,-12.04369969,-20.93578355,-25.48008929,-26.1599063,-24.55611698,-22.06306304,-19.53927977,-17.39222727,-15.74875656,-14.58313252,-13.79193216,-13.23440554,-12.75324647,-12.18769822,-11.38549101,-10.21408724,-8.539812171,-5.964873477,-0.969760477,9.762741792,29.59816977,58.15489308,87.88592227,105.6438214,112.2303323,111.0684792,105.6960618,98.17423048,86.51919908,73.69343379,60.94730608,48.32420888,35.9593392,23.9614455,12.41163732,1.310996856,-9.359713178,-19.57294052,-29.24159065,-38.15825497,-45.89960822,-52.18891797,-56.82277922,-59.81128149,-61.21209598,-61.00210169,-59.23399608,-56.25106369,-52.45631132,-48.18863169,-43.69889231,-39.18003125,-34.77286623,-30.57711205,-26.62294708,-22.89242323,-19.30997524,-15.7382446,-12.00659676,-7.992200346,-3.787987878,0.369859143,4.350515028,8.067335009,11.48138261,14.57884813,17.35921392,19.8313263,22.00512497,23.89214587,25.50555701,26.857215,27.94149559,28.75957633,29.29995019,29.52231617,29.35626905,28.72184429,27.56935622,25.89303854,23.6818776,20.92459864,17.61272088,13.78794534,9.594538861,5.195280559,0.73889947,-3.62397847,-7.754867174,-11.56489834,-14.98224637,-17.95054159,-20.4277033,-22.3854085,-23.81206524,-24.69701307,-25.05068689,-24.8963371,-24.26728122,-23.20522695,-21.75939362,-19.98579842,-17.94617639,-15.70612223,-13.3314232,-10.88455916,-8.42431259,-6.004906891,-3.668961359,-1.451461037,0.619523976,2.522513401,4.241859373,5.766541929,7.088515662,8.20361366,9.108094312,9.801696256,10.2899129,10.58093538,10.68542452,10.61589636,10.38745648,10.01665311,9.51900434,8.910466212,8.20704127
100tetr_405,1.949760653,298.15,0.019713753,0.079329097,0.177345641,0.3117256,0.48039397,0.681615466,0.914169012,1.177297104,1.470318785,1.792302484,2.14214192,2.518090042,2.917956012,3.339727334,3.781614512,4.241813096,4.718205279,5.208233926,5.709469231,6.219911251,6.737772614,7.261400054,7.789259362,8.320300454,8.854703414,9.39436023,9.942611267,10.50332765,11.07967649,11.67220575,12.27355908,12.78117803,12.80569626,11.85997665,9.875770211,7.232099193,4.403772271,1.724598606,-0.656747404,-2.718233964,-4.496144132,-6.039382617,-7.387032701,-8.561030204,-9.566138927,-10.3937111,-11.02691628,-11.44354772,-11.57859998,-11.03988926,-8.359267239,-0.642996561,14.82856443,37.85115342,64.35958634,86.83619763,97.62410253,98.99118689,93.86922098,84.85366831,73.9457137,62.48355197,51.23861538,40.57879886,30.62437629,21.3716155,12.82166072,4.874953309,-2.572232158,-9.59372713,-16.20924301,-22.22849711,-27.52117672,-31.96063694,-35.4523061,-38.02199261,-39.89850434,-41.33107046,-42.4313369,-43.11931594,-43.17404656,-42.37270694,-40.6184284,-38.08717246,-35.04841755,-31.70478855,-28.20534109,-24.65705038,-21.13418135,-17.68486527,-14.33815776,-11.11167611,-8.018781693,-5.075354025,-2.301060199,0.275171256,2.597739426,4.588481671,6.19662329,7.449399401,8.490231834,9.570665147,10.90883442,12.56286313,14.40039155,16.3003174,18.16751901,19.91607109,21.44707778,22.63480474,23.33948238,23.44751021,22.89772802,21.72029832,20.00593429,17.85100626,15.35127207,12.59970133,9.685869735,6.697384304,3.718112168,0.827276135,-1.902105673,-4.412152632,-6.674702827,-8.695797044,-10.49730044,-12.09658124,-13.48941116,-14.63119981,-15.48100277,-16.0220348,-16.25920496,-16.2057682,-15.88129841,-15.30982337,-14.51865727,-13.53765358,-12.3991009,-11.13813504,-9.786358871,-8.373960542,-6.929396974,-5.479020494,-4.047903074,-2.659220528,-1.333700163,-0.089619382,1.057405262,2.095470732,3.016881796,3.817778849,4.497266791,5.05735482,5.502619335,5.838895107,6.072951742,6.212919169,6.266803592,6.241155839
185acen_753,-3.121395587,298,0.053102236,0.214906884,0.484952033,0.862620708,1.346679653,1.934299431,2.620707167,3.400225092,4.267608736,5.218142992,6.246749246,7.347555006,8.514312258,9.741067074,11.02234692,12.35332185,13.72926062,15.1444041,16.5912041,18.06119905,19.54703437,21.04328614,22.54653834,24.05598858,25.57528218,27.11433763,28.68830391,30.31727406,32.03374394,33.89238529,35.97142346,38.36475982,41.16834013,44.33726992,47.13619139,48.07736924,46.46565069,43.37496332,40.66131199,39.68777806,40.94442651,44.27851914,49.03954519,53.29324148,52.66125655,41.97157783,19.59903268,-10.74130757,-42.5831036,-70.33395161,-89.95511116,-101.6152497,-107.45139,-108.4389028,-103.9628558,-92.23622321,-71.89432965,-43.62358258,-10.42854221,23.48790538,54.25334232,78.49221754,94.35644002,103.5433843,107.5626022,107.5184318,104.1336506,97.88121667,89.17985878,78.51773624,66.45906557,53.57673242,40.35776271,27.18453768,14.36259807,2.23440675,-8.801471689,-18.3043867,-25.87190544,-31.24600452,-34.34276363,-35.2494445,-34.23793318,-31.71708397,-28.18635061,-24.13692081,-20.01772151,-16.21278387,-13.04408542,-10.74674441,-9.416589196,-9.018255388,-9.426895985,-10.45543891,-11.87480148,-13.45970733,-15.02026619,-16.40963724,-17.49516074,-18.12391844,-18.13502378,-17.40600972,-15.91266921,-13.72185059,-10.99921026,-7.965340136,-4.819120145,-1.683271336,1.382738182,4.347797803,7.188796719,9.865779187,12.28386328,14.30253618,15.76578939,16.55327524,16.61629948,15.98771152,14.75720119,13.04261245,10.95704905,8.602309417,6.07705395,3.494475376,0.984725067,-1.309085419,-3.250997148,-4.738344361,-5.722823669,-6.229824964,-6.342286464,-6.162019607,-5.770944805,-5.225466422,-4.56536261,-3.814114708,-2.985143076,-2.093742222,-1.157218034,-0.206166015,0.705680612,1.50532083,2.124619516,2.524031869,2.704902129,2.70102463,2.551671151,2.294021686,1.960147286,1.581411158,1.197871757,0.846222558,0.548252767,0.299860072,0.082528912,-0.120341362,-0.328720017,-0.562249902,-0.846851119,-1.21801945
220tric_899,-0.589373433,298.15,0.034362656,0.139648039,0.317158681,0.568694717,0.895651844,1.298508422,1.776234603,2.325657262,2.942435975,3.621796512,4.358886797,5.148932549,5.987164104,6.868549828,7.787592559,8.738550548,9.71572032,10.71350004,11.72638682,12.74896205,13.776501,14.80736182,15.84297916,16.88736296,17.9463431,19.02658282,20.13339468,21.27025324,22.44214217,23.658294,24.93476281,26.2969724,27.77922972,29.40957195,31.1399837,32.79362217,34.18986671,35.28027103,36.13913628,36.90700582,37.73224867,38.71880113,39.83690429,40.54208489,39.30344962,34.20971417,24.61222169,11.85272953,-1.650595471,-13.74591815,-23.23903177,-29.81292431,-33.62334333,-34.95775772,-33.47624976,-28.31986533,-18.45472,-3.332351024,16.29839468,37.99742676,56.27266116,66.58143741,70.66605921,70.45952726,67.38930184,62.41299615,56.14049256,48.95871569,41.14071942,32.95464788,24.69902663,16.59596242,8.823437561,1.50654718,-5.264569392,-11.40239044,-16.78720172,-21.25410862,-24.60841318,-26.65289891,-27.40463461,-27.07823639,-25.93684201,-24.2153712,-22.12880209,-19.86621072,-17.57386052,-15.37510196,-13.36388603,-11.60124909,-10.11792356,-8.91606559,-7.970705343,-7.2390298,-6.675413599,-6.256494319,-5.981265521,-5.842204583,-5.816204784,-5.857220325,-5.897246392,-5.86059342,-5.688871957,-5.361762439,-4.89469848,-4.33600923,-3.714581219,-2.994122595,-2.143188577,-1.156811221,-0.071415504,1.007575345,1.894599969,2.385070613,2.36182006,1.944588683,1.365046388,0.797002429,0.213110142,-0.467321984,-1.28787756,-2.260623605,-3.36356881,-4.53745142,-5.699641302,-6.770697387,-7.695425558,-8.441896142,-9.007173071,-9.407270552,-9.650784699,-9.722421232,-9.593005798,-9.237493469,-8.65596822,-7.871693999,-6.916547111,-5.818424297,-4.598433811,-3.277499383,-1.880678418,-0.45510147,0.949427131,2.294498269,3.550781957,4.693470308,5.696806266,6.528006004,7.145549227,7.506343426,7.584127255,7.402459353,7.014550337,6.46957316,5.811242254,5.077344712,4.297831496,3.494428918,2.682350755,1.874882553
139dich_584,-4.19630428,298.15,0.053033186,0.215415445,0.488617376,0.874440311,1.374616128,1.990829375,2.72382806,3.57218756,4.532861336,5.601888071,6.774150375,8.043415079,9.40275626,10.8439725,12.35684247,13.9306953,15.55567852,17.22123448,18.91526922,20.62618757,22.34534527,24.06790747,25.79184258,27.51914191,29.25700064,31.01745322,32.81569144,34.67023524,36.6098327,38.67911729,40.7103699,40.29274418,32.36418351,18.37136935,6.678544452,2.136786874,3.878937671,9.31653239,16.62042797,24.91666071,33.83744573,43.18177116,52.59386995,60.67045716,63.90063308,58.04296165,41.7919589,18.30578347,-6.957856263,-29.25553597,-45.42846947,-53.73017111,-52.80792506,-40.00684237,-13.99229078,23.01820057,65.88324572,108.0376868,142.5835485,168.6011892,183.6224505,184.7187247,175.0715777,158.8075564,138.7829127,116.8508808,94.06328853,71.00525261,48.24522211,25.93235002,4.279614831,-16.33908451,-35.5056997,-52.82435829,-67.9252965,-80.40537385,-89.99909192,-96.55702833,-100.0603009,-100.6301802,-98.51395485,-94.09420388,-87.81277211,-80.08968445,-71.37041623,-62.15222499,-52.95050231,-44.10729689,-35.76613426,-27.97314185,-20.78327867,-14.27393659,-8.505910021,-3.492047461,0.805364224,4.454705057,7.520291838,10.02775836,11.96527997,13.34326984,14.23361179,14.77524131,15.1360951,15.45523206,15.80198635,16.19714359,16.69941478,17.37240077,18.20043171,19.05425406,19.71918977,19.92741947,19.43600875,18.09411263,15.91406927,13.11107929,9.978057081,6.737975421,3.444266574,0.080343536,-3.341227249,-6.768484611,-10.11632863,-13.28422392,-16.14922697,-18.5391294,-20.26310144,-21.20611062,-21.38277345,-20.92735173,-20.03797826,-18.88805853,-17.56224297,-16.07991111,-14.41420249,-12.51965643,-10.42591525,-8.265052375,-6.198055121,-4.330895544,-2.711020933,-1.364451011,-0.298662329,0.470314807,0.94687339,1.196046377,1.320584319,1.417550498,1.548247654,1.720204255,1.907016531,2.056033868,2.123916778,2.115854191,2.078671748,2.086703732,2.21214504,2.495202693,2.92152127,3.437698598
043hexa_167,-6.187724682,298,0.060254365,0.243133023,0.546277416,0.966999246,1.502865793,2.151317836,2.908896678,3.771241407,4.736511005,5.803175489,6.961018609,8.1970912,9.500603566,10.86262569,12.27553995,13.73409653,15.23349903,16.76748044,18.3298715,19.9158468,21.51752769,23.12615006,24.73270618,26.33130924,27.92332338,29.51933303,31.10201286,24.58927964,-39.56846256,-76.0764211,-82.03412146,-79.07743361,-82.8408607,-82.32881214,-67.19623461,-51.50513629,-34.41077177,-15.54345184,3.148922557,19.69338244,34.04845511,46.44600924,57.14244603,66.05408828,72.03275977,72.69332562,66.09496221,52.661367,34.26131581,13.85524677,-3.973316592,-12.30634534,0.400961246,45.13199821,120.0221289,192.435838,234.4969894,252.2583104,251.7580606,237.9029681,214.434704,184.2616894,149.6268459,112.3598392,74.50610999,37.96509422,5.048300633,-24.77340889,-52.11494356,-76.89763887,-99.15464231,-119.0140171,-136.1147333,-149.4110002,-157.9967209,-161.8410978,-161.421927,-157.282815,-149.8382771,-139.6094901,-127.2225793,-113.0588227,-97.35007289,-80.64473265,-63.51801749,-46.49389475,-29.99834461,-14.3391937,0.262594596,13.64244298,25.57219017,35.89455161,44.45012887,51.1243567,56.07541046,59.54181576,61.77227858,63.03156449,63.52706766,63.19543605,61.74346345,59.12787623,55.46946099,50.87630986,45.56198086,39.8548192,34.0615264,28.40056809,22.99093458,17.83579447,12.84311588,7.859597471,2.71541897,-2.689555497,-8.32685927,-14.07014548,-19.73610046,-25.09222779,-29.91608554,-34.00349593,-37.24810716,-39.5910794,-40.94512286,-41.29555158,-40.67128901,-39.16806773,-36.91591789,-34.05946843,-30.77907448,-27.18649962,-23.35925395,-19.3547896,-15.21499254,-11.00272377,-6.772590303,-2.574648535,1.470258199,5.219554789,8.528563903,11.30631595,13.53108872,15.24168979,16.51915288,17.43670529,18.05254452,18.40058031,18.47868376,18.25930006,17.70878318,16.80793112,15.54955858,13.95387203,12.06011455,9.914483042,7.570972945,5.099321398,2.576335024,0.065087238,-2.321768858,-4.474293612
106pent_428,2.315319609,298.15,0.055364033,0.223226799,0.501003717,0.885811694,1.375187179,1.966595183,2.656367184,3.438952933,4.306924044,5.25208436,6.266768008,7.344379573,8.479028683,9.665159329,10.89765637,12.17196275,13.48323069,14.8254325,16.19145131,17.57331796,18.96255468,20.35072961,21.73006597,23.09535932,24.44707217,25.79474066,27.15823613,28.57161463,30.08879516,31.76223673,33.61018778,35.61335162,37.73172959,39.91634866,42.05809756,43.89499099,45.12782141,45.69912656,45.83520191,45.8459348,45.95250786,46.24430244,46.69621139,47.05201278,46.35198397,42.7067467,34.38546716,21.39227569,5.67136475,-10.10265321,-23.79868224,-34.13339704,-41.14964888,-45.48817419,-47.56621604,-47.44329206,-44.89054517,-39.66903887,-31.89615523,-22.10190346,-11.12608987,0.140933471,10.7674006,19.67242503,26.94364183,32.75281925,37.18645535,40.15166894,41.5596543,41.35411122,39.59843828,36.49295947,32.31841566,27.39227118,22.01767982,16.44059033,10.87025463,5.504654982,0.510280995,-3.961609621,-7.767721681,-10.76936126,-12.84726609,-13.93779657,-14.08501738,-13.40668408,-12.06030666,-10.23487009,-8.163733097,-6.133736263,-4.459329323,-3.411200437,-3.137052413,-3.650388452,-4.854914496,-6.574079496,-8.574394328,-10.62620123,-12.52974497,-14.12826783,-15.35367901,-16.21784772,-16.79100256,-17.15373726,-17.35890599,-17.41336238,-17.28406571,-16.90616271,-16.19757937,-15.09556845,-13.5856846,-11.70960037,-9.549447803,-7.205411745,-4.77216444,-2.332495582,0.034636948,2.247030015,4.240231522,5.965407027,7.395722472,8.528496467,9.377994928,9.964695745,10.30674734,10.42090688,10.32380714,10.03173697,9.565842872,8.952840153,8.209090919,7.339191356,6.342941687,5.23316313,4.043678528,2.824711885,1.630154607,0.501757895,-0.53934688,-1.488745107,-2.350168115,-3.123466421,-3.797930899,-4.356983881,-4.782568822,-5.063386378,-5.199250156,-5.205429376,-5.108622895,-4.935593726,-4.709769237,-4.451980864,-4.182432939,-3.920244868,-3.677788573,-3.456829311,-3.24860775,-3.038709132,-2.816047784,-2.577227071
