Mol,HFE,Temp,gf_w_40,gf_w_80,gf_w_120,gf_w_160,gf_w_200,gf_w_240,gf_w_280,gf_w_320,gf_w_360,gf_w_400,gf_w_440,gf_w_480,gf_w_520,gf_w_560,gf_w_600,gf_w_640,gf_w_680,gf_w_720,gf_w_760,gf_w_800,gf_w_840,gf_w_880,gf_w_920,gf_w_960,gf_w_1000,gf_w_1040,gf_w_1080,gf_w_1120,gf_w_1160,gf_w_1200,gf_w_1240,gf_w_1280,gf_w_1320,gf_w_1360,gf_w_1400,gf_w_1440,gf_w_1480,gf_w_1520,gf_w_1560,gf_w_1600,gf_w_1640,gf_w_1680,gf_w_1720,gf_w_1760,gf_w_1800,gf_w_1840,gf_w_1880,gf_w_1920,gf_w_1960,gf_w_2000,gf_w_2040,gf_w_2080,gf_w_2120,gf_w_2160,gf_w_2200,gf_w_2240,gf_w_2280,gf_w_2320,gf_w_2360,gf_w_2400,gf_w_2440,gf_w_2480,gf_w_2520,gf_w_2560,gf_w_2600,gf_w_2640,gf_w_2680,gf_w_2720,gf_w_2760,gf_w_2800,gf_w_2840,gf_w_2880,gf_w_2920,gf_w_2960,gf_w_3000,gf_w_3040,gf_w_3080,gf_w_3120,gf_w_3160,gf_w_3200,gf_w_3240,gf_w_3280,gf_w_3320,gf_w_3360,gf_w_3400,gf_w_3440,gf_w_3480,gf_w_3520,gf_w_3560,gf_w_3600,gf_w_3640,gf_w_3680,gf_w_3720,gf_w_3760,gf_w_3800,gf_w_3840,gf_w_3880,gf_w_3920,gf_w_3960,gf_w_4000,gf_w_4040,gf_w_4080,gf_w_4120,gf_w_4160,gf_w_4200,gf_w_4240,gf_w_4280,gf_w_4320,gf_w_4360,gf_w_4400,gf_w_4440,gf_w_4480,gf_w_4520,gf_w_4560,gf_w_4600,gf_w_4640,gf_w_4680,gf_w_4720,gf_w_4760,gf_w_4800,gf_w_4840,gf_w_4880,gf_w_4920,gf_w_4960,gf_w_5000,gf_w_5040,gf_w_5080,gf_w_5120,gf_w_5160,gf_w_5200,gf_w_5240,gf_w_5280,gf_w_5320,gf_w_5360,gf_w_5400,gf_w_5440,gf_w_5480,gf_w_5520,gf_w_5560,gf_w_5600,gf_w_5640,gf_w_5680,gf_w_5720,gf_w_5760,gf_w_5800,gf_w_5840,gf_w_5880,gf_w_5920,gf_w_5960,gf_w_6000,gf_w_6040,gf_w_6080,gf_w_6120,gf_w_6160,gf_w_6200,gf_w_6240,gf_w_6280,gf_w_6320,gf_w_6360,gf_w_6400
n008_chloroform,-11.06,298,0.009922783,0.04011586,0.090324531,0.160074695,0.248657909,0.355117397,0.47836521,0.617297543,0.770841176,0.937908185,1.117320162,1.307845945,1.508310206,1.717772628,1.935654347,2.16171289,2.395938313,2.638332971,2.888566997,3.145707204,3.408299176,3.674532402,3.942921733,4.21264585,4.483419393,4.755347375,5.028987052,5.305431619,5.585870847,5.864597045,6.097669005,6.21775656,6.245884954,6.299994361,6.491683327,6.856345395,7.355537971,7.915267838,8.41994996,8.631623693,8.262772698,7.245211914,6.059031299,5.040442958,4.114516723,3.309604108,2.703270434,2.366300589,2.327807527,2.552274187,2.931595055,3.315760042,3.576435523,3.658012572,3.577864337,3.402326173,3.237685759,3.176613844,3.259298696,3.44651321,3.634248688,3.698981266,3.545726087,3.147283564,2.568794449,1.826324679,0.927099868,-0.093123478,-1.18546857,-2.303506467,-3.407773288,-4.460223976,-5.429404477,-6.295160898,-7.045852285,-7.676714696,-8.191539789,-8.601195477,-8.918114927,-9.155587926,-9.325334499,-9.425721773,-9.456200129,-9.418385408,-9.309803965,-9.124724247,-8.856229031,-8.502535663,-8.073441029,-7.583762516,-7.050084756,-6.486706289,-5.905049127,-5.3193031,-4.748143602,-4.21803259,-3.75763649,-3.392603097,-3.142493063,-3.017632967,-3.014661672,-3.119820581,-3.314767338,-3.578204302,-3.889061902,-4.225387072,-4.563754705,-4.883811546,-5.168224661,-5.404485614,-5.584699995,-5.708210434,-5.778082229,-5.795951056,-5.760718102,-5.671985139,-5.530815966,-5.339607765,-5.103429879,-4.831180079,-4.533985458,-4.226212207,-3.921799504,-3.629908379,-3.357454335,-3.108992661,-2.887253648,-2.693682763,-2.528062385,-2.388367784,-2.271965087,-2.175948149,-2.097398066,-2.033321763,-1.981037344,-1.937757926,-1.900790169,-1.868239723,-1.838825991,-1.810591311,-1.781077063,-1.747689995,-1.709282776,-1.666222965,-1.618625822,-1.566419879,-1.509374191,-1.447228323,-1.379908988,-1.307672141,-1.231216781,-1.151719961,-1.070895789,-0.990851881,-0.913852155,-0.841724607,-0.775273981,-0.714079792,-0.657667728,-0.605861957
0037eth_chloroform,-5.84,298,0.013677972,0.055445904,0.125339243,0.223198575,0.348500504,0.500267134,0.677105654,0.877340765,1.099117465,1.340416181,1.599057109,1.872810865,2.159658948,2.45813068,2.767454333,3.087372347,3.417690053,3.757771572,4.106171681,4.460442256,4.817179716,5.172460371,5.522525169,5.864223403,6.19496833,6.512489771,6.814861375,7.100855859,7.370155198,7.623102625,7.860172715,8.082040161,8.295441821,8.535445515,8.87034546,9.336843629,9.886991585,10.43007328,10.90024329,11.27695477,11.568487,11.78522729,11.90978668,11.8854293,11.64761704,11.17042397,10.4873884,9.687510679,8.889599397,8.175222504,7.510612899,6.751946437,5.754985474,4.482585622,3.018526295,1.507273568,0.087852022,-1.142050298,-2.135172556,-2.890915058,-3.448412929,-3.87655108,-4.26114468,-4.684988155,-5.204934131,-5.838941968,-6.568713152,-7.352604853,-8.141076935,-8.889138969,-9.557852956,-10.11576006,-10.54923657,-10.8557604,-11.04076249,-11.11470757,-11.09064784,-10.98253942,-10.80381307,-10.5670261,-10.28371859,-9.963391156,-9.614708256,-9.246655872,-8.866652548,-8.47974802,-8.0879667,-7.690766192,-7.285783073,-6.871041474,-6.443102963,-5.997615284,-5.533247857,-5.050157682,-4.550970663,-4.042619138,-3.536824976,-3.049284362,-2.596793762,-2.194005926,-1.851258574,-1.573943069,-1.362856212,-1.214656318,-1.125152686,-1.090079429,-1.1039718,-1.159526178,-1.249481647,-1.366121915,-1.501326586,-1.647836441,-1.800149071,-1.954076344,-2.106166066,-2.253060422,-2.391361279,-2.518034725,-2.630833221,-2.728685736,-2.811668435,-2.880872593,-2.938038583,-2.985119892,-3.024062019,-3.056675172,-3.084128774,-3.106957027,-3.125362524,-3.13931978,-3.148459321,-3.1515639,-3.147151962,-3.134402915,-3.112774021,-3.081413335,-3.039667528,-2.9873427,-2.924675681,-2.85263989,-2.772756469,-2.68676387,-2.596438622,-2.503501696,-2.409540872,-2.315981657,-2.223844596,-2.133748152,-2.046252989,-1.961921693,-1.881312388,-1.804909023,-1.733148954,-1.666240413,-1.604146212,-1.546539786,-1.492504644,-1.440852805,-1.390363088,-1.339842679
0240met_chloroform,-7.81,298,0.011414226,0.046163174,0.103992757,0.184393152,0.286560861,0.409398684,0.551617845,0.711921898,0.888999539,1.081391552,1.287573692,1.506291083,1.736917461,1.979477535,2.234390769,2.50212745,2.782837506,3.076318352,3.381950127,3.698474172,4.023680848,4.354478291,4.687610456,5.020091434,5.349375396,5.673374053,5.990541509,6.299908955,6.600820844,6.892451427,7.173632438,7.44489112,7.719043823,8.036269789,8.448848332,8.972608086,9.567158814,10.14468113,10.45110672,9.907899044,8.08896879,5.423817921,3.234682091,1.83198934,1.176429125,1.067195002,1.369230411,2.022809715,2.977264591,4.124728951,5.238497552,6.104469883,6.610146379,6.761060523,6.650034216,6.396880966,6.133531568,5.952882024,5.890132506,5.928167578,6.014558113,6.070971267,5.997583681,5.692771006,5.088975945,4.169692031,2.963142227,1.534030891,-0.02157768,-1.618417038,-3.186318486,-4.671421065,-6.036801253,-7.264284425,-8.347755255,-9.28784238,-10.09018766,-10.76309174,-11.32003929,-11.77553423,-12.14364764,-12.43712759,-12.6605057,-12.81221217,-12.87899263,-12.83623883,-12.66673672,-12.3689357,-11.95291889,-11.44010071,-10.84969443,-10.19762347,-9.500221138,-8.775020856,-8.044561353,-7.332324335,-6.660807027,-6.050178421,-5.515787953,-5.064770872,-4.695982275,-4.400702724,-4.166562098,-3.981473507,-3.834606879,-3.716537459,-3.618655418,-3.533954534,-3.456589959,-3.381886004,-3.30648751,-3.229389556,-3.151669305,-3.073137427,-2.993262783,-2.911588364,-2.828165099,-2.741714398,-2.652685892,-2.564588288,-2.48406947,-2.418579949,-2.373524597,-2.353802266,-2.360244799,-2.391573566,-2.445754068,-2.519599285,-2.609540425,-2.71183045,-2.822429683,-2.93689477,-3.050452573,-3.158469359,-3.256526876,-3.340602855,-3.407313015,-3.455036211,-3.482432668,-3.488053289,-3.470452904,-3.428445689,-3.362436742,-3.274269181,-3.16689059,-3.042665281,-2.903712695,-2.752429755,-2.591457462,-2.42342181,-2.250828191,-2.076149488,-1.90173282,-1.729908427,-1.562840584,-1.402225085,-1.248808053,-1.102239913,-0.961973452,-0.827725659
0095eth_chloroform,-5.58,298,0.010142546,0.041046525,0.092566058,0.164348366,0.255752981,0.365836579,0.49339987,0.637163755,0.795665179,0.967101215,1.149487673,1.341137464,1.541369709,1.750574916,1.96970971,2.199706553,2.440988994,2.693314297,2.955712875,3.226423981,3.502801833,3.781658711,4.059798276,4.334316775,4.602744929,4.863296932,5.115042563,5.357776167,5.591627395,5.816715186,6.033048223,6.242485844,6.457245274,6.705654591,7.014870604,7.380854486,7.762406158,8.081516556,8.060035811,7.033936958,4.549336677,1.31431311,-1.185682801,-2.682131357,-3.276606187,-3.192547652,-2.576873509,-1.530723027,-0.167883337,1.345113197,2.764958281,3.857512399,4.542224501,4.828723083,4.808999361,4.635559104,4.454301244,4.356148327,4.37226343,4.486445703,4.656340724,4.825189285,4.922543498,4.876109748,4.639073409,4.196420164,3.546480398,2.710971164,1.748620447,0.723339597,-0.321821237,-1.356617406,-2.357248174,-3.30638136,-4.191571169,-5.006287082,-5.749770238,-6.425657553,-7.041115386,-7.604162789,-8.123394737,-8.607522611,-9.054460876,-9.451344995,-9.786601822,-10.04068711,-10.19302514,-10.2336931,-10.16047796,-9.977026875,-9.692098486,-9.321166326,-8.885330294,-8.41016012,-7.925222468,-7.450674376,-7.00014847,-6.584371924,-6.208989137,-5.873699527,-5.572876701,-5.297329407,-5.037412504,-4.784288042,-4.529828905,-4.266947848,-3.990334352,-3.696774711,-3.385029839,-3.057416709,-2.716601646,-2.36582484,-2.008844427,-1.650915742,-1.297226456,-0.952231715,-0.619780664,-0.304245045,-0.009360566,0.262011446,0.507138053,0.72358665,0.907942794,1.055438387,1.164453054,1.234150002,1.265664762,1.261400475,1.223939953,1.155864707,1.059762555,0.938141368,0.793462473,0.628165563,0.444739336,0.245754625,0.034097537,-0.186224909,-0.412265337,-0.64121301,-0.870450256,-1.096811964,-1.317173775,-1.528653559,-1.728459104,-1.914032157,-2.083158466,-2.234031981,-2.365182861,-2.475616955,-2.564987264,-2.633505067,-2.681761138,-2.710418217,-2.720086886,-2.711334857,-2.68506087,-2.642741581,-2.585511185,-2.514693532
0242dii_chloroform,-3.78,298,0.02352134,0.095285457,0.215196582,0.382843377,0.59728638,0.856901532,1.159335403,1.501509982,1.87984523,2.290663137,2.730356283,3.195253407,3.681376374,4.18536668,4.705691148,5.241943727,5.793104038,6.35682156,6.928708537,7.501975465,8.068544163,8.619968796,9.148137905,9.645748089,10.10665461,10.5261548,10.90124789,11.23090615,11.51661393,11.76158067,11.96850736,12.13872137,12.278409,12.4306016,12.68904467,13.0939425,13.51622737,13.54043682,12.43254912,9.9493991,7.783975369,6.388656792,5.580962348,5.201689493,5.1156511,5.208193571,5.385666556,5.595234996,5.840704515,6.105158582,6.17093973,5.797240328,4.817040362,3.273075537,1.405242767,-0.483783402,-2.152527011,-3.471379227,-4.414407956,-5.027977047,-5.404362266,-5.657974879,-5.88118902,-6.132919645,-6.451394993,-6.852850394,-7.333357561,-7.875173675,-8.451602201,-9.029350866,-9.577130828,-10.06010229,-10.45961463,-10.77621144,-11.01416629,-11.17721713,-11.26978043,-11.29896221,-11.27645077,-11.21738202,-11.1351673,-11.04061338,-10.94124136,-10.84540111,-10.75933371,-10.68090676,-10.60139726,-10.50428529,-10.36866084,-10.17836748,-9.926034309,-9.614513566,-9.251458673,-8.84617257,-8.406659293,-7.942969155,-7.465277902,-6.98398197,-6.50946916,-6.047904203,-5.602943728,-5.177646744,-4.771803229,-4.382880098,-4.011497754,-3.658408865,-3.326363718,-3.01826531,-2.733581891,-2.470790795,-2.228167813,-2.003515929,-1.794152475,-1.597360911,-1.410847597,-1.232869864,-1.06230226,-0.89867052,-0.741692386,-0.591495024,-0.448653745,-0.314748065,-0.192659645,-0.085989104,0.002074874,0.069631298,0.116496075,0.142781285,0.148828203,0.134858501,0.101662678,0.049741831,-0.020404259,-0.107726509,-0.210745876,-0.32812959,-0.459411554,-0.603946771,-0.761036799,-0.929848509,-1.109149386,-1.297082367,-1.491159662,-1.688485853,-1.886086714,-2.081014507,-2.268812952,-2.445501887,-2.608906297,-2.757329739,-2.888644196,-3.001377666,-3.094546736,-3.167583537,-3.22006434,-3.251319643,-3.260811225,-3.24822105,-3.213607157,-3.157369251
n009_chloroform,-8.23,298,0.012506644,0.050521612,0.113649871,0.20130255,0.312741243,0.447058722,0.60311276,0.779483472,0.974447976,1.185974356,1.411845546,1.649884428,1.898242359,2.155681634,2.421628883,2.695926672,2.978381312,3.2683332,3.564473488,3.864806481,4.166817436,4.467887121,4.765809203,5.059034267,5.346590676,5.627971348,5.903287114,6.173627872,6.441026268,6.700137676,6.901244519,6.970690109,6.941208514,6.95608889,7.147873519,7.550799605,8.100167544,8.697092013,9.267411227,9.774900823,10.18632045,10.39274824,10.20722133,9.532403496,8.483318147,7.302749341,6.227157048,5.392325355,4.782449154,4.373458303,4.083080663,3.771203834,3.313124295,2.662216255,1.852754159,0.984496652,0.169774019,-0.492526636,-0.93887224,-1.164573748,-1.23472274,-1.264120648,-1.371879983,-1.639310138,-2.088099486,-2.6700915,-3.368158128,-4.156923657,-4.993497955,-5.829149891,-6.607580832,-7.292036606,-7.865093046,-8.32080496,-8.660899073,-8.892653756,-9.027659611,-9.080013383,-9.064458806,-8.992401717,-8.872646252,-8.711871995,-8.514774974,-8.285404914,-8.027147229,-7.741354398,-7.428311641,-7.088380511,-6.722949826,-6.331633079,-5.911429034,-5.461201821,-4.980744111,-4.471509476,-3.940676642,-3.404684694,-2.888576945,-2.421232671,-2.029413096,-1.73222991,-1.538484169,-1.445577038,-1.444076028,-1.521601611,-1.664570359,-1.858331663,-2.088277494,-2.339308392,-2.596759922,-2.847149498,-3.082078079,-3.298513043,-3.496550543,-3.676353948,-3.835334622,-3.969148685,-4.072733814,-4.141519813,-4.172283858,-4.164170094,-4.119756445,-4.044066494,-3.942978323,-3.822466213,-3.687886203,-3.543893776,-3.393558436,-3.23814956,-3.077991209,-2.913117503,-2.743485579,-2.56954486,-2.392826992,-2.216301314,-2.043391208,-1.876829236,-1.718533294,-1.570003075,-1.432066867,-1.305343146,-1.19022852,-1.087361444,-0.997355237,-0.920680262,-0.857545751,-0.807796513,-0.770522496,-0.744413176,-0.728098386,-0.72038882,-0.720048283,-0.726140638,-0.737914204,-0.754573719,-0.775023527,-0.797887752,-0.821799922,-0.845664888,-0.868816571,-0.890968492
0126eth_chloroform,-4.44,298,0.006383323,0.025813226,0.05813684,0.103071039,0.160218055,0.229046754,0.308861069,0.398787421,0.497838531,0.604963289,0.719083484,0.839246009,0.964817048,1.09556151,1.231459548,1.3723567,1.517638259,1.666105791,1.816068829,1.96583628,2.114047298,2.259640061,2.40158144,2.538653951,2.669618735,2.793585771,2.910165654,3.019426786,3.121689485,3.217185717,3.305831,3.387542098,3.464537984,3.544652663,3.636188398,3.737574519,3.83793391,3.926478242,3.998470807,4.053594273,4.077270713,3.993000645,3.663360139,3.01129751,2.135535464,1.437463718,1.007963758,0.797039121,0.755743464,0.811582558,0.872662618,0.867260829,0.774979813,0.62098798,0.448136397,0.293656181,0.181744168,0.123314261,0.113702381,0.148467846,0.199797877,0.217633356,0.152580925,-0.017504065,-0.27762245,-0.559154652,-0.827649775,-1.066071863,-1.260117594,-1.409454116,-1.527526311,-1.618731901,-1.684698529,-1.728562549,-1.754312201,-1.766443958,-1.770089049,-1.770210718,-1.771342765,-1.777462081,-1.792047023,-1.817228742,-1.849985101,-1.887441683,-1.923872568,-1.955200486,-1.978112685,-1.990097578,-1.989231451,-1.974170433,-1.944369468,-1.90061253,-1.845021231,-1.781487385,-1.714795028,-1.651067148,-1.597203345,-1.558392241,-1.537764146,-1.537321779,-1.557431331,-1.595573612,-1.647829072,-1.710933146,-1.782036876,-1.858076827,-1.936095443,-2.012629408,-2.082812103,-2.141581315,-2.185838879,-2.213455888,-2.223510368,-2.217453241,-2.196030747,-2.159355669,-2.107457993,-2.040735911,-1.960158573,-1.867275844,-1.764198561,-1.653564961,-1.53819875,-1.421058725,-1.303927045,-1.188344572,-1.076211092,-0.96846022,-0.865620424,-0.768068901,-0.676167882,-0.590233488,-0.510481781,-0.437059412,-0.370011534,-0.309310808,-0.254899555,-0.206706554,-0.164617562,-0.128411487,-0.097841949,-0.072694408,-0.052724611,-0.037680098,-0.027331493,-0.021489826,-0.019961514,-0.022452609,-0.028557295,-0.037760401,-0.049437526,-0.062882126,-0.077344748,-0.092075002,-0.106362567,-0.119571523,-0.131171199,-0.14075686,-0.148079003,-0.153072769
0041nap_chloroform,-7.89,298,0.011003382,0.044486236,0.100193732,0.177703752,0.276412467,0.395503582,0.533950375,0.690557397,0.863983359,1.052722804,1.255125263,1.46953977,1.694555608,1.929192594,2.172914335,2.425530182,2.687085562,2.957703997,3.237308845,3.525248298,3.820058369,4.1196424,4.421771798,4.724419321,5.025648317,5.323387704,5.615539192,5.900411803,6.177004908,6.44482475,6.703559166,6.95346591,7.201213772,7.477889925,7.839668641,8.321171567,8.899604654,9.515550929,10.11352804,10.66228445,11.15259141,11.58020057,11.91596206,12.08927622,12.01827575,11.66140196,11.04622547,10.26790454,9.456889627,8.711412288,8.032353047,7.329282518,6.501394534,5.514750013,4.416055452,3.296466444,2.249159274,1.344386858,0.620397299,0.079947015,-0.313791217,-0.636572588,-0.993339635,-1.489805849,-2.194230769,-3.115849027,-4.209675755,-5.398792434,-6.599563963,-7.739948015,-8.767525584,-9.647862148,-10.3585815,-10.89732713,-11.27419772,-11.50589208,-11.6121318,-11.61309492,-11.52784878,-11.37327266,-11.16389796,-10.9111129,-10.62138287,-10.30213199,-9.956811908,-9.587867351,-9.195942509,-8.781443722,-8.345152003,-7.888320123,-7.41178675,-6.915872341,-6.400017987,-5.8631281,-5.305195021,-4.731188249,-4.15261535,-3.587029225,-3.054974668,-2.575521491,-2.163486329,-1.828119062,-1.571209086,-1.390330669,-1.279350066,-1.23234549,-1.242903502,-1.303194412,-1.403141259,-1.533152289,-1.683851024,-1.847695307,-2.019662923,-2.196696397,-2.376364525,-2.555802501,-2.731351849,-2.898336878,-3.051515662,-3.186069052,-3.298854198,-3.389682421,-3.460970742,-3.516500491,-3.560214272,-3.595339209,-3.623792563,-3.645864828,-3.660410983,-3.665532991,-3.659423314,-3.64070652,-3.608393093,-3.561841863,-3.501016475,-3.427021712,-3.342624279,-3.250489799,-3.152402099,-3.049594371,-2.94305096,-2.833574333,-2.72190295,-2.608889528,-2.495619975,-2.383405389,-2.273536261,-2.167085864,-2.064893266,-1.967608857,-1.875748786,-1.789375315,-1.708455195,-1.633026221,-1.562964744,-1.497728676,-1.436218957,-1.376928807,-1.31839155,-1.25954804
0219hyd_chloroform,-0.51,298,0.003167087,0.012793066,0.028765267,0.050890338,0.07889822,0.112457738,0.151196361,0.194709918,0.242564937,0.294338707,0.349631839,0.408104886,0.469493223,0.533582755,0.600157382,0.668960296,0.739689476,0.812027178,0.885640328,0.960207221,1.035437818,1.111031079,1.186589972,1.261717064,1.336128579,1.409692565,1.482455483,1.554530449,1.625995939,1.696834773,1.766857134,1.835803072,1.903525292,1.971322544,2.045425622,2.137155987,2.255716926,2.401683204,2.567863059,2.744373979,2.922735674,3.097338971,3.264606233,3.420724247,3.55021932,3.60203661,3.492588616,3.164046946,2.641962098,2.029770402,1.451069761,1.017344108,0.710256651,0.478314893,0.285281057,0.113532697,-0.040714917,-0.174800736,-0.285233572,-0.376975812,-0.452342293,-0.503567994,-0.520545829,-0.499220753,-0.457380432,-0.443788824,-0.52205155,-0.734200728,-1.028170259,-1.264355293,-1.41528128,-1.485967876,-1.491390737,-1.448624298,-1.374380371,-1.293712206,-1.223483013,-1.163767629,-1.113294462,-1.070726604,-1.032992371,-0.996860854,-0.963515889,-0.934263306,-0.910083044,-0.890851327,-0.875031316,-0.85980919,-0.841602825,-0.816783357,-0.782313348,-0.736188612,-0.677416529,-0.605647333,-0.520889166,-0.423535879,-0.314836568,-0.196362695,-0.072332448,0.048887431,0.157511279,0.243003016,0.295328081,0.306341419,0.271940201,0.194030557,0.075885074,-0.078472044,-0.262341489,-0.468488214,-0.689534513,-0.917578919,-1.144421248,-1.3622933,-1.56480364,-1.74777428,-1.910702957,-2.052523596,-2.170285617,-2.263472017,-2.331078518,-2.372141736,-2.386376353,-2.375141471,-2.340897034,-2.286111074,-2.212995947,-2.123757672,-2.020859583,-1.906949526,-1.784825915,-1.65714363,-1.526251445,-1.394206152,-1.263178546,-1.13627131,-1.014571682,-0.898715986,-0.789143739,-0.686067483,-0.589438187,-0.499109609,-0.414879631,-0.336541303,-0.263889656,-0.196675194,-0.134635733,-0.07749496,-0.024960909,0.023269385,0.067482731,0.107928268,0.14481729,0.178333015,0.208638524,0.235860908,0.260080736,0.281313699,0.299536002,0.314700935
0050met_chloroform,-4.48,298,0.019890896,0.080386907,0.180851415,0.320080351,0.496309477,0.707379472,0.950937494,1.224499776,1.525376653,1.850617306,2.197156235,2.562154766,2.943543357,3.340348883,3.752275318,4.178769142,4.618229692,5.067453728,5.521717999,5.975226618,6.421511842,6.85374398,7.26520948,7.650010992,8.003313359,8.322133213,8.60588804,8.856374234,9.07580264,9.227509851,9.124417657,8.637573728,8.042556198,7.732423504,7.857933027,8.320176675,8.906629277,9.430952612,9.780875943,9.773456598,9.005030417,7.214950149,4.921368447,3.277777745,2.2273678,1.599258228,1.259791555,1.122597708,1.149195469,1.296045806,1.439746386,1.391540255,1.009977988,0.259082427,-0.752972201,-1.814146406,-2.727980851,-3.369876077,-3.712698639,-3.814930127,-3.7749435,-3.681106747,-3.592556773,-3.555132751,-3.59996382,-3.742216662,-3.978735501,-4.28874441,-4.642775779,-5.010883336,-5.37113682,-5.702118506,-5.987298253,-6.21735807,-6.392083312,-6.5154458,-6.594117429,-6.636172882,-6.650732582,-6.646657802,-6.631180408,-6.611553802,-6.597017304,-6.59603449,-6.609072389,-6.621572624,-6.626368656,-6.613962659,-6.571291297,-6.48321482,-6.328722646,-6.103474128,-5.81609735,-5.483833759,-5.129940897,-4.778552957,-4.450213268,-4.160267074,-3.919346992,-3.732951903,-3.598957113,-3.509830142,-3.453780787,-3.417934145,-3.390881636,-3.362936294,-3.326853093,-3.278767018,-3.218760301,-3.149137098,-3.072447611,-2.990199846,-2.901924454,-2.803596843,-2.691596381,-2.564880268,-2.424170509,-2.271442399,-2.109475432,-1.940542378,-1.767219597,-1.592675956,-1.420289768,-1.253123829,-1.093649165,-0.943702925,-0.804579856,-0.67717134,-0.562072858,-0.459878723,-0.371792465,-0.299639503,-0.247293434,-0.217840803,-0.211736156,-0.228804446,-0.268506007,-0.329969668,-0.411759718,-0.511485913,-0.626621492,-0.754182946,-0.890811046,-1.032969752,-1.176987964,-1.319091237,-1.455653483,-1.583330314,-1.698943528,-1.799254075,-1.882261881,-1.94662318,-1.991523064,-2.016574641,-2.021720808,-2.007195195,-1.973811254,-1.922508449,-1.854339919,-1.770730503
0054hex_chloroform,-6.67,298,0.024188134,0.098135121,0.221971587,0.395125788,0.615891783,0.881430518,1.188002442,1.53124789,1.906508832,2.309044747,2.734171971,3.177553666,3.635726706,4.106440114,4.588361233,5.080326837,5.580621241,6.086282906,6.592993272,7.095696147,7.589124878,8.06796794,8.526977486,8.961296883,9.366554745,9.739626318,10.07946161,10.38743534,10.66547108,10.87592762,10.83184886,10.41402753,9.908921367,9.723960179,10.04598731,10.78847942,11.68733514,12.48864315,13.05077305,13.20814262,12.60125494,10.98909052,8.776481466,7.097800571,5.981165634,5.255247714,4.791752999,4.51561222,4.40831418,4.437959001,4.447358079,4.163756867,3.366672863,2.026537733,0.292770693,-1.554423925,-3.257244008,-4.647528526,-5.664967563,-6.343717706,-6.773750455,-7.052063298,-7.252343201,-7.427164449,-7.596992157,-7.783476357,-8.010865579,-8.28533783,-8.600732181,-8.94890607,-9.299737235,-9.63050812,-9.927511789,-10.17119627,-10.34769012,-10.45033091,-10.47627795,-10.42479486,-10.29576001,-10.08862331,-9.808163073,-9.465750299,-9.075300241,-8.650715236,-8.20481562,-7.747131413,-7.283358296,-6.813620055,-6.331554836,-5.828987516,-5.299471619,-4.741856239,-4.162229589,-3.574278747,-2.998513541,-2.460483276,-1.98748843,-1.60431455,-1.329001281,-1.169935592,-1.123717727,-1.180458274,-1.326779678,-1.548343817,-1.829391467,-2.154515389,-2.50927387,-2.880015438,-3.25524789,-3.627032715,-3.990024493,-4.33861135,-4.666024079,-4.966124511,-5.231834797,-5.456130159,-5.632603249,-5.756610683,-5.826595771,-5.845473428,-5.81865307,-5.752879368,-5.655916607,-5.535367029,-5.398008133,-5.249139577,-5.092591153,-4.931133781,-4.766774807,-4.600343568,-4.432415115,-4.262944824,-4.091648395,-3.918916342,-3.744825703,-3.56894787,-3.39035696,-3.207720218,-3.0199143,-2.82658565,-2.62816626,-2.425642851,-2.22049029,-2.014979801,-1.811257993,-1.610688717,-1.413725962,-1.22080206,-1.032485582,-0.849578668,-0.673194201,-0.50480258,-0.345734717,-0.19714691,-0.060027519,0.06481925,0.176679552,0.274853982,0.358667116,0.427412697
