Mol,HFE,Temp,kh_w_40,kh_w_80,kh_w_120,kh_w_160,kh_w_200,kh_w_240,kh_w_280,kh_w_320,kh_w_360,kh_w_400,kh_w_440,kh_w_480,kh_w_520,kh_w_560,kh_w_600,kh_w_640,kh_w_680,kh_w_720,kh_w_760,kh_w_800,kh_w_840,kh_w_880,kh_w_920,kh_w_960,kh_w_1000,kh_w_1040,kh_w_1080,kh_w_1120,kh_w_1160,kh_w_1200,kh_w_1240,kh_w_1280,kh_w_1320,kh_w_1360,kh_w_1400,kh_w_1440,kh_w_1480,kh_w_1520,kh_w_1560,kh_w_1600,kh_w_1640,kh_w_1680,kh_w_1720,kh_w_1760,kh_w_1800,kh_w_1840,kh_w_1880,kh_w_1920,kh_w_1960,kh_w_2000,kh_w_2040,kh_w_2080,kh_w_2120,kh_w_2160,kh_w_2200,kh_w_2240,kh_w_2280,kh_w_2320,kh_w_2360,kh_w_2400,kh_w_2440,kh_w_2480,kh_w_2520,kh_w_2560,kh_w_2600,kh_w_2640,kh_w_2680,kh_w_2720,kh_w_2760,kh_w_2800,kh_w_2840,kh_w_2880,kh_w_2920,kh_w_2960,kh_w_3000,kh_w_3040,kh_w_3080,kh_w_3120,kh_w_3160,kh_w_3200,kh_w_3240,kh_w_3280,kh_w_3320,kh_w_3360,kh_w_3400,kh_w_3440,kh_w_3480,kh_w_3520,kh_w_3560,kh_w_3600,kh_w_3640,kh_w_3680,kh_w_3720,kh_w_3760,kh_w_3800,kh_w_3840,kh_w_3880,kh_w_3920,kh_w_3960,kh_w_4000,kh_w_4040,kh_w_4080,kh_w_4120,kh_w_4160,kh_w_4200,kh_w_4240,kh_w_4280,kh_w_4320,kh_w_4360,kh_w_4400,kh_w_4440,kh_w_4480,kh_w_4520,kh_w_4560,kh_w_4600,kh_w_4640,kh_w_4680,kh_w_4720,kh_w_4760,kh_w_4800,kh_w_4840,kh_w_4880,kh_w_4920,kh_w_4960,kh_w_5000,kh_w_5040,kh_w_5080,kh_w_5120,kh_w_5160,kh_w_5200,kh_w_5240,kh_w_5280,kh_w_5320,kh_w_5360,kh_w_5400,kh_w_5440,kh_w_5480,kh_w_5520,kh_w_5560,kh_w_5600,kh_w_5640,kh_w_5680,kh_w_5720,kh_w_5760,kh_w_5800,kh_w_5840,kh_w_5880,kh_w_5920,kh_w_5960,kh_w_6000,kh_w_6040,kh_w_6080,kh_w_6120,kh_w_6160,kh_w_6200,kh_w_6240,kh_w_6280,kh_w_6320,kh_w_6360,kh_w_6400
0176pdi_carbontet,-6.28,298,0.012975401,0.052374474,0.117706389,0.208383369,0.324027478,0.464755481,0.631312236,0.82495269,1.047005755,1.298157228,1.578081717,1.88548373,2.218168462,2.573274759,2.947779639,3.338925604,3.744339374,4.162017774,4.590171601,5.026910325,5.469935238,5.916443832,6.36326852,6.807156718,7.245211527,7.675539595,8.097666648,8.512604816,8.922337277,9.328848286,9.733288014,10.13556298,10.53517647,10.93248428,11.32872964,11.72559973,12.12464677,12.52691562,12.93295499,13.34303457,13.75726435,14.175501,14.59721782,15.02145277,15.44684898,15.87094308,16.28411798,16.65178516,16.89910798,16.93208073,16.69137627,16.19055777,15.50889661,14.75411294,14.02528991,13.39214853,12.88989518,12.52088635,12.2566724,12.04068637,11.79121517,11.40584067,10.77905638,9.836585878,8.566881059,7.023084189,5.243290473,3.404298428,1.654506724,0.071575005,-1.312764262,-2.495151759,-3.48827733,-4.312609765,-4.991271995,-5.547090044,-6.001074957,-6.371736078,-6.674841323,-6.923399649,-7.127580795,-7.293608525,-7.428385494,-7.534802823,-7.613660837,-7.673493285,-7.722839816,-7.768715595,-7.815535017,-7.864988048,-7.916555162,-7.968411637,-8.01596229,-8.054333449,-8.080460776,-8.090754078,-8.079603521,-8.035954472,-7.948884252,-7.810999342,-7.620551478,-7.382383555,-7.107442514,-6.80615635,-6.486844579,-6.156020173,-5.818464636,-5.477237587,-5.134411161,-4.79251428,-4.454830421,-4.124470001,-3.804591668,-3.498566409,-3.209863083,-2.941915947,-2.697829621,-2.480125212,-2.291053072,-2.131232029,-2.000449309,-1.897543882,-1.820608829,-1.767224061,-1.733367006,-1.714288062,-1.706086161,-1.705653093,-1.710423184,-1.718207134,-1.727194863,-1.736060583,-1.743788078,-1.749527359,-1.752819734,-1.753143077,-1.749821074,-1.742144043,-1.729552586,-1.71181886,-1.689053831,-1.662084386,-1.632323254,-1.601128408,-1.569503922,-1.537978966,-1.506515481,-1.474784139,-1.4423334,-1.408616751,-1.373020271,-1.334940707,-1.29396838,-1.250015823,-1.203315662,-1.15446593,-1.104246174,-1.052822725,-0.999802253,-0.944386591
0103eth_carbontet,-2.77,298,0.010877347,0.044058229,0.09949476,0.176992699,0.276124224,0.396235909,0.536573007,0.696379091,0.874945685,1.071498894,1.285059307,1.514334597,1.757797632,2.013975053,2.281703392,2.560111903,2.848430568,3.145763834,3.450946205,3.762474269,4.078492076,4.396884192,4.715455486,5.032089195,5.345042797,5.65313453,5.955728961,6.252761382,6.544752342,6.832515688,7.116785976,7.396154908,7.65737539,7.871289126,8.018102544,8.108977704,8.174299886,8.241883593,8.327032684,8.433837594,8.560075843,8.701399012,8.853592273,9.013391014,9.178553818,9.345718643,9.501306981,9.604641221,9.578899925,9.333783312,8.814585895,8.038505578,7.089887602,6.083698725,5.126092222,4.292823772,3.632846216,3.190158398,3.012159246,3.116860988,3.448564997,3.877855171,4.252219429,4.453795584,4.360233734,4.014056775,3.521080506,2.95331985,2.358373819,1.764673772,1.186970482,0.635952464,0.116180121,-0.371515927,-0.828552677,-1.257487979,-1.661327483,-2.04205322,-2.397946822,-2.730225548,-3.038840166,-3.322912828,-3.582604154,-3.8134255,-4.015492623,-4.19751736,-4.367135117,-4.526255154,-4.676556121,-4.820366413,-4.960789799,-5.101236575,-5.243081705,-5.38360001,-5.513689977,-5.618247154,-5.680200043,-5.686050493,-5.629532346,-5.512452208,-5.344929166,-5.136985623,-4.896563277,-4.630459217,-4.344318216,-4.04384837,-3.734896302,-3.422348546,-3.109851083,-2.80018817,-2.495712911,-2.198521505,-1.910320233,-1.632328389,-1.365333278,-1.11032231,-0.869735246,-0.64814547,-0.451433718,-0.284917907,-0.15123164,-0.049441076,0.025591309,0.080950549,0.12271403,0.155641679,0.183084436,0.206898832,0.227609844,0.244725643,0.257219555,0.263872204,0.263464019,0.25529093,0.239047964,0.215013,0.183926756,0.146913358,0.104913145,0.058871674,0.009676474,-0.041628469,-0.094075596,-0.147017637,-0.199880873,-0.252037957,-0.303058801,-0.352506358,-0.399891319,-0.444656543,-0.486170306,-0.523764684,-0.556775339,-0.584577216,-0.606676675,-0.622745016,-0.632619409,-0.636275143,-0.633817594,-0.625480106
0025buta_carbontet,-2.48,298,0.012882447,0.052149003,0.117650764,0.209034643,0.325719388,0.46701032,0.632342657,0.821487679,1.034502434,1.271371063,1.531572523,1.813901405,2.116646302,2.437959403,2.776271455,3.130446982,3.499510707,3.882202924,4.276706714,4.68066328,5.091343087,5.505785903,5.920866087,6.333365734,6.740147534,7.138436863,7.526257722,7.902922878,8.26920349,8.626905571,8.977999121,9.323874442,9.665036539,10.00119178,10.33159662,10.65547067,10.97235174,11.28245529,11.58689674,11.88769876,12.18751989,12.48917456,12.79515691,13.10732847,13.42670671,13.75252016,14.07513061,14.35085709,14.46799753,14.25848644,13.58332094,12.42400141,10.89893008,9.204887928,7.539726682,6.051050409,4.81998167,3.86794893,3.171845114,2.679048221,2.321345688,2.029404013,1.746599547,1.438152934,1.092715103,0.71739481,0.329734498,-0.049957873,-0.409286945,-0.733360358,-1.013792085,-1.251556418,-1.449731781,-1.614683909,-1.753435139,-1.872316358,-1.9766268,-2.070716038,-2.158194175,-2.242859514,-2.327722727,-2.413852987,-2.501929555,-2.593360016,-2.690070975,-2.795577857,-2.915877483,-3.052514338,-3.205005855,-3.372012013,-3.553744648,-3.748093467,-3.949988797,-4.159697523,-4.37655535,-4.597232533,-4.815295671,-5.021913784,-5.207021757,-5.361238257,-5.477096334,-5.550239504,-5.579286014,-5.565317038,-5.511405963,-5.421307376,-5.298654088,-5.146448509,-4.967527818,-4.764988109,-4.542114463,-4.302771884,-4.051182222,-3.791831833,-3.529182802,-3.267272376,-3.009543309,-2.75892606,-2.518162795,-2.289986245,-2.076770336,-1.879982778,-1.699927675,-1.535803477,-1.385955694,-1.248306005,-1.120692157,-1.001219264,-0.888652622,-0.782552637,-0.683228319,-0.591437598,-0.507995733,-0.433612517,-0.368579315,-0.312854065,-0.266045095,-0.227701116,-0.197650659,-0.175045875,-0.15891351,-0.148212546,-0.142123382,-0.139931602,-0.141173081,-0.145579436,-0.152943496,-0.16303482,-0.175489479,-0.189835097,-0.205584918,-0.222167094,-0.23894422,-0.25523119,-0.270402606,-0.283963461,-0.295576492,-0.305058107,-0.312344325,-0.317451074
test4001_carbontet,-6.5,298,0.01248157,0.050454807,0.113612408,0.201501386,0.313671008,0.449886643,0.610324166,0.795606419,1.006544397,1.243651036,1.506729539,1.794793465,2.106196546,2.438780799,2.790337006,3.158800371,3.542260242,3.93893735,4.347232403,4.765490148,5.19175306,5.623669119,6.05858764,6.493802655,6.926857685,7.355821894,7.779474865,8.197347754,8.609542324,9.016351439,9.418152891,9.815383709,10.20871012,10.59917253,10.98829307,11.37780293,11.76939041,12.16460056,12.5646391,12.97037002,13.38238918,13.80099239,14.22603368,14.65682764,15.09209025,15.52881215,15.95378693,16.31963796,16.5257254,16.44877865,16.01574504,15.25219849,14.26891106,13.21016434,12.2047428,11.34014002,10.6580323,10.15924799,9.808263511,9.537263603,9.258221868,8.88651679,8.366872086,7.68700633,6.869886297,5.949213793,4.947983862,3.877269989,2.75091803,1.595395157,0.420667888,-0.687619613,-1.669048057,-2.502261034,-3.188422495,-3.74041663,-4.176202751,-4.51501755,-4.775047118,-4.972490628,-5.121995404,-5.237523999,-5.32828125,-5.402279341,-5.46886044,-5.537009801,-5.611976849,-5.700304079,-5.807915655,-5.937127299,-6.082255337,-6.241276536,-6.413205473,-6.595161617,-6.782591642,-6.970458501,-7.151599576,-7.317570281,-7.460163108,-7.571733348,-7.645967329,-7.678069672,-7.665139218,-7.606264834,-7.502157347,-7.355388112,-7.170208347,-6.950288437,-6.698810857,-6.419706057,-6.118462204,-5.801310147,-5.474907183,-5.145762898,-4.818987061,-4.498678688,-4.188335264,-3.891436124,-3.611695546,-3.352556414,-3.116543363,-2.905260682,-2.718359373,-2.554440867,-2.41183508,-2.28893608,-2.184219513,-2.095963467,-2.02160067,-1.958024109,-1.902243954,-1.851590776,-1.804864382,-1.761898217,-1.722182462,-1.684893978,-1.648914314,-1.612998113,-1.575984338,-1.537133222,-1.496039607,-1.452535481,-1.406624873,-1.358482483,-1.308363025,-1.256521945,-1.203308494,-1.149102576,-1.094048044,-1.038011836,-0.980908598,-0.922909463,-0.864585349,-0.80688957,-0.750956356,-0.697801096,-0.648166644,-0.60240627,-0.560289081,-0.521608806
0077cyc_carbontet,-5.26,298,0.017183942,0.069431125,0.15617842,0.276456197,0.428999872,0.612482282,0.825792891,1.068176895,1.339085139,1.637787431,1.963084155,2.313227009,2.686124889,3.079720989,3.492226448,3.9221438,4.368049653,4.828304953,5.300861693,5.783123844,6.271966534,6.76388531,7.255184027,7.742172004,8.22143694,8.690251141,9.147023776,9.591497053,10.02461757,10.44810338,10.86361015,11.2721581,11.67402949,12.06897416,12.45643068,12.83566347,13.20592787,13.56675794,13.91828377,14.2613802,14.59779148,14.92977544,15.25961894,15.58918409,15.91838201,16.23722237,16.50617056,16.63858315,16.51125994,16.01028083,15.09112098,13.81246195,12.3178666,10.78257051,9.367047221,8.200400629,7.373678107,6.915275073,6.764228562,6.779204365,6.786764644,6.636949851,6.200824006,5.457080927,4.480524235,3.346012666,2.127225694,0.891204714,-0.307039427,-1.427328939,-2.444241963,-3.345401324,-4.128674337,-4.799080221,-5.361650115,-5.826092996,-6.206072186,-6.514818458,-6.764424858,-6.96528724,-7.125388428,-7.250295913,-7.344118055,-7.406791305,-7.444204736,-7.463813501,-7.473064757,-7.478649819,-7.484663684,-7.49185278,-7.497227191,-7.492987582,-7.463228766,-7.39624488,-7.283273297,-7.116602454,-6.895411528,-6.625127438,-6.31712406,-5.983420158,-5.633670901,-5.276451804,-4.919690987,-4.570232983,-4.233733551,-3.913322238,-3.609764734,-3.320722687,-3.042006758,-2.770113956,-2.502997486,-2.240340592,-1.983374638,-1.734927954,-1.499734254,-1.283694774,-1.092839743,-0.931484379,-0.80101392,-0.699644679,-0.622579466,-0.563405898,-0.516688654,-0.478202665,-0.444886964,-0.414726352,-0.386623699,-0.360468794,-0.337244994,-0.318915065,-0.307739191,-0.305528307,-0.313337535,-0.331394742,-0.359037084,-0.394939279,-0.437418549,-0.484770507,-0.535785571,-0.590141535,-0.648310692,-0.710786424,-0.778085202,-0.850079486,-0.925856683,-1.00392144,-1.082528123,-1.159884301,-1.234349827,-1.304492079,-1.369245139,-1.42796893,-1.480233029,-1.525633461,-1.563716119,-1.594050145,-1.616169792,-1.629831007,-1.63484705,-1.631141118
0028Epe_carbontet,-3.46,298,0.018682229,0.0754676,0.169691773,0.300189908,0.465351915,0.663356303,0.892548953,1.151741939,1.44016231,1.757011225,2.100967802,2.46999688,2.861538415,3.273087644,3.702843604,4.14991208,4.613856858,5.093969025,5.58877684,6.095928958,6.612305524,7.134208887,7.657556527,8.17814353,8.691934673,9.195383124,9.6859569,10.16276203,10.62677936,11.08028706,11.52569817,11.96454418,12.39704843,12.82223476,13.23822436,13.64269925,14.03350584,14.40929668,14.77010584,15.11762033,15.45504467,15.7866749,16.11706638,16.45024318,16.78912601,17.13445871,17.47736106,17.77006532,17.88103118,17.6024448,16.75381669,15.30223567,13.39049713,11.26577026,9.179934646,7.321628708,5.793705987,4.620451223,3.765658849,3.152803448,2.687175448,2.279295612,1.863848096,1.408153821,0.909366993,0.384608618,-0.140300156,-0.639725274,-1.094175284,-1.497674435,-1.846237674,-2.137029531,-2.37412922,-2.565350356,-2.719372983,-2.84427403,-2.947108071,-3.033867732,-3.109678734,-3.178923444,-3.245185746,-3.31158912,-3.381159725,-3.455511919,-3.537449379,-3.6306477,-3.736813135,-3.856820705,-3.990264678,-4.137785322,-4.299323728,-4.475026841,-4.663650815,-4.864106118,-5.077064405,-5.298136262,-5.521903704,-5.74043841,-5.944235165,-6.123607181,-6.270167603,-6.37782802,-6.442590789,-6.462873029,-6.440375857,-6.378471747,-6.280609354,-6.149074007,-5.985099393,-5.789885007,-5.565573265,-5.315611935,-5.044701218,-4.758407223,-4.462554012,-4.162471295,-3.862765532,-3.567102489,-3.278399912,-2.998994651,-2.730601312,-2.474443222,-2.231535706,-2.001786124,-1.784367648,-1.578043211,-1.381980654,-1.195359374,-1.017827346,-0.849849888,-0.692533649,-0.547337545,-0.415846011,-0.299666386,-0.200123795,-0.11781788,-0.052672847,-0.004140365,0.028522099,0.04648874,0.051051862,0.043643212,0.025892772,-0.00061132,-0.03442427,-0.074314505,-0.119574443,-0.169639653,-0.223581213,-0.280422875,-0.339061482,-0.398432628,-0.457468884,-0.515149901,-0.570384708,-0.622095054,-0.669116645,-0.710648671,-0.746089847,-0.775009317
0094met_carbontet,-4.43,298,0.016203261,0.065525448,0.14761201,0.261827062,0.407276889,0.582912325,0.787669635,1.020573969,1.280730346,1.567187124,1.878741648,2.213948725,2.571453791,2.950333686,3.350196058,3.770861289,4.211817073,4.671793948,5.148557152,5.638960214,6.139195306,6.645128749,7.152623569,7.657780675,8.157129688,8.647919293,9.128393155,9.597850853,10.05643751,10.5046287,10.94269692,11.3704292,11.78706909,12.19145487,12.58236325,12.95862626,13.31939039,13.66452022,13.99510009,14.31369764,14.62417606,14.93122301,15.23940831,15.55222928,15.86955632,16.17535296,16.40951449,16.45324264,16.16552122,15.45382408,14.32709179,12.89748303,11.33541443,9.81060619,8.457096708,7.37505323,6.63902977,6.277021352,6.235445956,6.375473275,6.513706275,6.478716766,6.152350339,5.485965162,4.496627535,3.250847986,1.842388249,0.37551219,-1.051758196,-2.377652072,-3.563225335,-4.582556287,-5.427101561,-6.101650155,-6.619775196,-6.99983448,-7.26190301,-7.425708805,-7.509792801,-7.53078612,-7.500379856,-7.42615336,-7.315688233,-7.174412497,-7.007497115,-6.823042431,-6.624774756,-6.414098142,-6.196243559,-5.97863866,-5.771953524,-5.584729396,-5.408882931,-5.222253679,-5.018871841,-4.788629958,-4.524369192,-4.226757344,-3.904592086,-3.572214348,-3.246368017,-2.942965023,-2.675997001,-2.456224858,-2.286639423,-2.164289402,-2.08152265,-2.027958327,-1.993218842,-1.968738348,-1.948194222,-1.927171943,-1.90249641,-1.873533162,-1.843677983,-1.820391361,-1.812647547,-1.827774109,-1.868816929,-1.933633632,-2.014920349,-2.103518593,-2.190491581,-2.267997731,-2.330210237,-2.37336944,-2.396498597,-2.400951611,-2.3893141,-2.365501581,-2.334299215,-2.300082862,-2.265682797,-2.232220199,-2.1995716,-2.166869401,-2.132843734,-2.096247017,-2.056614535,-2.015542307,-1.974332977,-1.934057012,-1.895768068,-1.85892855,-1.823729658,-1.790532696,-1.759537278,-1.730615326,-1.703096059,-1.67584357,-1.647412469,-1.616243386,-1.581044911,-1.541810928,-1.498149735,-1.44982905,-1.396789593,-1.339134197,-1.277115173,-1.211068039
0074ben_carbontet,-6.11,298,0.013457037,0.05445522,0.122804666,0.218158645,0.340071072,0.488138178,0.662157286,0.862230973,1.088623567,1.341404115,1.62011216,1.92365003,2.250446036,2.598745333,2.966855328,3.353218166,3.756394926,4.175014279,4.607677175,5.052742195,5.508073964,5.970928496,6.438121102,6.906320839,7.372419298,7.833920429,8.289282087,8.738081283,9.180746467,9.618008076,10.05041949,10.47830846,10.90220882,11.32334,11.74369789,12.165584,12.59102738,13.02149608,13.45793277,13.90105884,14.35170074,14.81091406,15.27975632,15.75889912,16.24785111,16.74118223,17.21444838,17.59798406,17.76729003,17.58881227,16.99932048,16.04842006,14.87405055,13.64268429,12.50126166,11.56166267,10.90122808,10.55126041,10.47412812,10.55553437,10.62767179,10.51415334,10.0756114,9.209679762,7.958111615,6.430170253,4.750614348,3.039606026,1.396061674,-0.110499784,-1.430620233,-2.548644259,-3.475866838,-4.230181001,-4.832606577,-5.305092204,-5.66838086,-5.939615592,-6.136045105,-6.27275505,-6.362876944,-6.417538836,-6.442893437,-6.43955706,-6.415457165,-6.382008607,-6.351359866,-6.33769973,-6.358142471,-6.418723279,-6.514843895,-6.640856642,-6.787704615,-6.940034615,-7.080222897,-7.191937913,-7.262364931,-7.284301832,-7.255991277,-7.182134525,-7.069634006,-6.92594895,-6.758390932,-6.572703056,-6.3724746,-6.158728083,-5.929558491,-5.682274133,-5.41555664,-5.129468805,-4.825850952,-4.508168631,-4.181505879,-3.851983575,-3.526210217,-3.212182684,-2.918589682,-2.653722051,-2.424740644,-2.235044444,-2.083690025,-1.965657565,-1.873988436,-1.802003689,-1.744155231,-1.695840713,-1.654537497,-1.61963534,-1.591693617,-1.571594354,-1.559800067,-1.556398804,-1.561356611,-1.574334111,-1.594162611,-1.618831799,-1.645622961,-1.671670151,-1.694539198,-1.712512894,-1.724432949,-1.72945429,-1.726766061,-1.715609909,-1.695509056,-1.666527701,-1.629157027,-1.584302167,-1.533167943,-1.476646556,-1.415364801,-1.349747133,-1.280057158,-1.206581606,-1.129888479,-1.050156075,-0.967449521,-0.881911199,-0.793858947,-0.703794714
0082hep_carbontet,-6.12,298,0.032462428,0.131202854,0.29518785,0.52240936,0.809892316,1.154037249,1.551133674,1.997761238,2.490814295,3.027210385,3.603611834,4.216454893,4.862328553,5.538374249,6.242481427,6.972945211,7.727656672,8.503402369,9.295563228,10.09833243,10.90522693,11.70965378,12.50536637,13.28674639,14.04902355,14.78862319,15.50356196,16.19359845,16.85982187,17.50368413,18.12588673,18.72579217,19.30160869,19.85100997,20.37165332,20.861596,21.31974611,21.74648089,22.14407929,22.51655035,22.86907223,23.20733055,23.53696169,23.86317607,24.18896012,24.50443143,24.75899599,24.82959385,24.518663,23.6128184,21.99677155,19.74168814,17.09008455,14.35657366,11.82721937,9.710902576,8.128309772,7.101220913,6.543297229,6.280342435,6.103546521,5.828616083,5.332573919,4.54500899,3.506691949,2.293462843,0.985118758,-0.343469902,-1.63112185,-2.832445301,-3.922505498,-4.8856126,-5.714179007,-6.413241857,-6.995491073,-7.475541939,-7.867964923,-8.186390903,-8.442531801,-8.646436334,-8.80760169,-8.933706958,-9.031953685,-9.108807889,-9.170872079,-9.224119315,-9.270353389,-9.311474276,-9.347805891,-9.378942182,-9.400940348,-9.406450426,-9.385819912,-9.332418895,-9.238366229,-9.096870535,-8.905518668,-8.668215636,-8.391678816,-8.083932711,-7.75109181,-7.397085118,-7.025323209,-6.640602831,-6.248588047,-5.856247551,-5.467351202,-5.083502673,-4.705527065,-4.335561744,-3.977381541,-3.635197508,-3.312544176,-3.012604225,-2.739067453,-2.49653756,-2.289432992,-2.120523792,-1.990073329,-1.895310935,-1.831140984,-1.790671043,-1.767032238,-1.754788438,-1.749737389,-1.748908959,-1.750405868,-1.752875159,-1.754945752,-1.756376374,-1.757550674,-1.758963669,-1.760912575,-1.762383326,-1.764180691,-1.766474632,-1.76875066,-1.769915958,-1.768507947,-1.76320548,-1.753195584,-1.738085535,-1.718142736,-1.694222767,-1.667906304,-1.640818502,-1.614174951,-1.588470339,-1.5636739,-1.539490118,-1.515311312,-1.490760052,-1.465718438,-1.44041795,-1.415188401,-1.390158189,-1.364968308,-1.338737822,-1.310358597,-1.278813204
0101pen_carbontet,-6.35,298,0.031504225,0.127405486,0.286888405,0.508204434,0.788616753,1.124767546,1.513261849,1.951110389,2.435719012,2.964503561,3.534515527,4.14247234,4.785201399,5.460141688,6.165581661,6.90031767,7.662924039,8.450956806,9.260500258,10.08620724,10.92175824,11.76049717,12.59596478,13.42221859,14.23401493,15.02704287,15.79829467,16.54637037,17.27142206,17.97449125,18.6564986,19.3175653,19.95688305,20.57288099,21.16360119,21.72703401,22.26163421,22.76689264,23.24382271,23.69521272,24.12538589,24.53974244,24.94410745,25.34399192,25.74202441,26.12549286,26.43617062,26.54033529,26.23221225,25.29675893,23.6238259,21.29421907,18.56072809,15.74481987,13.1359718,10.94950332,9.32137376,8.292097229,7.782599795,7.603493006,7.510147477,7.27310604,6.72978064,5.790288999,4.474245246,2.873007707,1.099376703,-0.73042537,-2.511384329,-4.166286081,-5.646281573,-6.920519843,-7.979277987,-8.82606418,-9.477055859,-9.950968459,-10.2761243,-10.4801364,-10.58663798,-10.6148436,-10.57940551,-10.49239299,-10.36287395,-10.19748489,-10.00333549,-9.785143967,-9.550474731,-9.305626314,-9.055655998,-8.806937026,-8.564494551,-8.3400717,-8.127668209,-7.911181425,-7.672504483,-7.396667823,-7.071224625,-6.697995671,-6.289732783,-5.863202928,-5.436971783,-5.028318175,-4.654108494,-4.328566369,-4.060817864,-3.852695433,-3.699639191,-3.592475822,-3.520217105,-3.472826663,-3.442359841,-3.422776876,-3.410594079,-3.405894511,-3.413096307,-3.439789156,-3.494307144,-3.5827873,-3.706982411,-3.863205952,-4.042163437,-4.231677469,-4.418941665,-4.592292979,-4.742259753,-4.861805089,-4.946231463,-4.992777789,-5.00021107,-4.969260408,-4.903409615,-4.805314748,-4.68046856,-4.534327125,-4.370884964,-4.193052882,-4.00209959,-3.798653256,-3.583377484,-3.357866058,-3.12433733,-2.885610377,-2.645265805,-2.408704859,-2.17812586,-1.954903974,-1.740111351,-1.534664514,-1.338578733,-1.151760694,-0.975138947,-0.810742891,-0.661013452,-0.527714529,-0.411378022,-0.311173273,-0.225359367,-0.151822831,-0.088395155,-0.033117801
0068ani_carbontet,-5.49,298,0.015886733,0.064177757,0.144357517,0.255647031,0.397190053,0.568318583,0.768795825,0.998883452,1.259104081,1.54972689,1.870243695,2.219183201,2.594421797,2.993840212,3.415870529,3.859617712,4.324529385,4.80988151,5.314342048,5.835724486,6.37099097,6.916417552,7.467819579,8.0208341,8.57119911,9.115134224,9.649890061,10.17424822,10.68852017,11.19382269,11.69112242,12.18077933,12.66276884,13.13717194,13.6044158,14.06534409,14.52110815,14.97313801,15.42323044,15.87362441,16.32689471,16.7855448,17.25169031,17.72673428,18.21106333,18.7025958,19.18569514,19.59508646,19.77771089,19.52783266,18.7049919,17.32864262,15.568293,13.66572377,11.86362369,10.36001682,9.272390372,8.612822228,8.287588321,8.124899949,7.924858176,7.517216581,6.805169484,5.778991535,4.50011391,3.06948301,1.595916112,0.173832101,-1.124229353,-2.246900017,-3.180407621,-3.927496238,-4.499931588,-4.914017562,-5.188513336,-5.343796813,-5.400462334,-5.378050261,-5.294475985,-5.166690292,-5.008332927,-4.832436458,-4.647165719,-4.459065393,-4.275805084,-4.107424432,-3.965716753,-3.859217802,-3.794245625,-3.776396623,-3.804429343,-3.878256597,-3.996738223,-4.151327929,-4.324225031,-4.50566807,-4.687424998,-4.862823529,-5.027648121,-5.178286084,-5.313896123,-5.435436159,-5.544634983,-5.643156082,-5.731476249,-5.808210145,-5.870833134,-5.91575517,-5.938884833,-5.93722772,-5.909924678,-5.858589273,-5.786861164,-5.699553158,-5.602515388,-5.500800711,-5.397883236,-5.29509598,-5.191589226,-5.084441595,-4.969450226,-4.842908593,-4.700989686,-4.540361714,-4.358487523,-4.154566795,-3.929935666,-3.68741496,-3.430612093,-3.163508342,-2.890243288,-2.615307864,-2.343652396,-2.080378969,-1.829850377,-1.595159603,-1.378011839,-1.178889012,-0.998198606,-0.835966722,-0.691799767,-0.565535227,-0.457088265,-0.366464283,-0.293736126,-0.238916161,-0.201885499,-0.182249063,-0.179080336,-0.19087001,-0.215874449,-0.251896759,-0.296833196,-0.349369537,-0.408554898,-0.473461705,-0.542848142,-0.615558277,-0.690033285,-0.764316311
